"Time","Fit_values"
0,1
0.0166666666666667,0.946519314330984
0.0333333333333333,0.8806847172732
0.05,0.813599446864195
0.0666666666666667,0.751151731827917
0.0833333333333333,0.69248531701646
0.1,0.638111493459174
0.116666666666667,0.587739251691491
0.133333333333333,0.541095875266251
0.15,0.497925878698803
0.166666666666667,0.457990001800731
0.183333333333333,0.421042074315595
0.2,0.38679934560713
0.216666666666667,0.355183989229452
0.233333333333333,0.326009474519304
0.25,0.299101579987051
0.266666666666667,0.27429763745685
0.283333333333333,0.251445818970044
0.3,0.230404464203129
0.316666666666667,0.211041446256973
0.333333333333333,0.193233573774908
0.35,0.176866027443948
0.366666666666667,0.161831829026239
0.383333333333333,0.14803134115708
0.4,0.135371796231894
0.416666666666667,0.1237668527879
0.433333333333333,0.113136177867265
0.45,0.103405053927909
0.466666666666667,0.0945040089464132
0.483333333333333,0.0863684684353854
0.5,0.0789384281757728
0.516666666666667,0.0721581465437229
0.533333333333333,0.0659758553921912
0.55,0.0603434885299232
0.566666666666667,0.0552164269246758
0.583333333333333,0.0505532598429858
0.6,0.0463155612240771
0.616666666666667,0.0424676806682522
0.633333333333333,0.0389765484968294
0.65,0.0358114944066351
0.666666666666667,0.0329440792914791
0.683333333333333,0.0303479398295493
0.7,0.0279986454330927
0.716666666666667,0.0258735671202745
0.733333333333333,0.0239517577966588
0.75,0.0222138433274621
0.766666666666667,0.0206419236489931
0.783333333333333,0.019219483021529
0.8,0.0179313083841437
0.816666666666667,0.0167634146553209
0.833333333333333,0.015702975751798
0.85,0.014738260088194
0.866666666666667,0.0138585693803261
0.883333333333333,0.0130541797049157
0.9,0.0123162839569141
0.916666666666667,0.0116369350740619
0.933333333333333,0.0110089896427498
0.95,0.010426051735212
0.966666666666667,0.00988241703402578
0.983333333333333,0.00937301746019308
1,0.00889336662733489
1.01666666666667,0.00843986475232748
1.03333333333333,0.0080106997085205
1.05,0.00760452898643798
1.06666666666667,0.00722008439292737
1.08333333333333,0.0068561680031722
1.1,0.00651164832636044
1.11666666666667,0.00618545667424603
1.13333333333333,0.00587658372235048
1.15,0.00558407625403645
