"Protein_ID","T0","T1","T2","T3","T4","T5","T6","T7","T8"
"XBmRNA10020|XBXL10_1g5370",1.04630689114579,1.03371772445991,1.02710300758891,1.10803120645011,0.923004410905553,0.987557968541114,0.970416233045221,0.913168899819831,0.990693658043566
"XBmRNA10074|XBXL10_1g5397",0.94337863827851,0.809342851818508,0.844508257513723,0.790495704850178,0.830483098575043,0.819990492447459,1.09292569225924,1.24022206049679,1.62865320376054
"XBmRNA10112|XBXL10_1g5418",1.05364808345497,0.979791359903772,1.01353444116138,1.00671175095361,0.973517318630311,1.02082865325291,0.986993507459699,0.942040785034949,1.0229341001484
"XBmRNA101811|XBXL10_1g44445",1.04739800795312,0.986725942535807,1.05125985321555,1.02334024575043,0.935544354480249,1.04312269081639,0.962157024402809,0.979031761915088,0.971420118930559
"XBmRNA10181|XBXL10_1g5453",1.10982690183019,1.00825597218538,1.07980889179995,0.988261439562461,0.970185775424693,0.964755639775588,0.902830550944888,0.911203992718745,1.0648708357581
"XBmRNA101826|XBXL10_1g44449",1.01031399116523,1.00787929831799,1.02292940867354,1.03739602438875,1.019093613176,0.920051251641104,0.909113426953791,0.982245485146917,1.09097750053668
"XBmRNA101837|XBXL10_1g44455",1.01123074887146,1.04170730527146,1.06701440215918,1.01553912931947,0.931492718407601,0.975880155734469,0.903109716401786,1.04138830671062,1.01263751712396
"XBmRNA10209|XBXL10_1g5470",0.987515667472964,1.00593931262704,1.0440827122531,0.989665141809119,0.985600502050714,1.00633992521634,0.948698935975906,0.996406483517134,1.03575131907768
"XBmRNA1039|XBXL10_1g760",1.06922276814008,1.01019650011786,1.01215123026713,0.959955533295923,0.990733084647713,1.00230477533387,1.0337949105063,0.937358547691203,0.984282649999919
"XBmRNA10423|XBXL10_1g5558",0.958448717365772,0.984435697940388,1.11115542363488,1.0108951535786,0.845307326870801,0.950198511727858,0.969383389665503,1.09848087834373,1.07169490087247
"XBmRNA1044|XBXL10_1g762",0.943206872333139,0.952119737821735,0.890014351090715,0.9149701009298,0.952910344094581,1.04118542888588,1.10644031306756,0.972037050713079,1.22711580106351
"XBmRNA10469|XBXL10_1g5584",0.983278920562747,0.997502210692864,1.00655714860344,1.0113417699642,0.988523177388931,0.993665306506572,0.945736830327983,0.975780618182755,1.09761401777051
"XBmRNA10539|XBXL10_1g5625",0.957676542808965,0.956431588051981,1.12031122321794,0.973239112057129,0.899042591636003,0.988374157267175,1.00236035611271,0.941900166077863,1.16066426277024
"XBmRNA10742|XBXL10_1g5746",1.01868948559386,1.00971042815422,1.01408010619524,1.01828978103609,0.945665857848088,0.957521472689873,1.00818009161435,1.00813681885515,1.01972595801311
"XBmRNA10763|XBXL10_1g5758",0.988730491319084,0.981524942339545,1.06161243249321,0.986004140061626,0.978726851898361,0.982029877982002,0.964445115244305,0.979696826382425,1.07722932227945
"XBmRNA10839|XBXL10_1g5802",0.993833974459205,0.946048621912731,0.989030328438126,0.97732954832568,0.966980310187025,0.934917660697797,1.02691404038617,1.0495389441692,1.11540657142406
"XBmRNA1083|XBXL10_1g772",1.04016512870505,0.972946211607201,1.06056081620057,1.04972523924974,0.990435015042609,0.97393057251288,0.969951546384609,0.952311727575627,0.989973742721715
"XBmRNA10905|XBXL10_1g5831",0.949170483987966,0.965389509990826,1.0373926620982,0.997154582453207,0.959246965629365,1.0177894463558,0.972791078965475,0.988441627215822,1.11262364330334
"XBmRNA10959|XBXL10_1g5853",0.996209534092057,1.03097565651929,1.04465133378219,1.01162231961685,0.982594265660017,0.984891023401146,0.976704680763338,0.941856513490713,1.0304946726744
"XBmRNA10967|XBXL10_1g5857",1.02223653510867,1.01781546042784,1.02907093046107,0.984460802347245,0.96720643813429,1.01671953669853,0.990460912635727,0.948882140008695,1.02314724417793
"XBmRNA10977|XBXL10_1g5867",1.02753197872247,1.01709379220611,1.05115239902078,1.02514578430237,0.992709344470491,0.998221524404324,0.936050539412536,0.939841394916311,1.0122532425446
"XBmRNA11014|XBXL10_1g5885",1.0296098235294,0.995425685921271,1.01852753023244,1.01929759545701,0.994009993164006,1.02181562131732,0.973422810185165,0.946239062376127,1.00165187781726
"XBmRNA11089|XBXL10_1g5918",0.991906446537656,1.04221192921183,1.02870655618112,1.04761430974349,0.916150803375283,1.01068199151155,0.91422920940362,0.988691252657091,1.05980750137837
"XBmRNA11262|XBXL10_1g6026",1.03521541258979,1.04928772052386,1.05755605139704,1.11531108058855,0.961148948878671,0.944130144823172,0.887182673891168,0.842152755352934,1.10801521195482
"XBmRNA11322|XBXL10_1g6061",1.03484867386058,1.00712189231452,1.0692669020609,0.993632255672093,0.977097888486779,1.040264245485,0.936379794389195,0.952417780638984,0.988970567091945
"XBmRNA11713|XBXL10_1g6241",1.0305288014325,0.999083950826828,1.02076008994259,1.02864932884378,0.95899695934041,0.975608835786522,0.952384638646824,0.979790651753685,1.05419674342685
"XBmRNA11716|XBXL10_1g6244",1.05570300385316,0.991221528787513,1.05550612923358,0.995505685004468,0.933258114210269,1.03295355062344,0.942359296775005,0.969527177322978,1.02396551418958
"XBmRNA11742|XBXL10_1g6256",1.02908610813244,0.964508799124861,1.02959026871408,1.04469819970215,0.985410162141862,1.00627717513622,0.993284479007252,0.93869020249951,1.00845460554163
"XBmRNA11758|XBXL10_1g6262",0.983586406950922,0.984279073405016,1.05379666455669,0.991965785477178,0.958444926087664,0.98020169131427,0.984205555669529,1.01081889506575,1.05270100147298
"XBmRNA11798|XBXL10_1g6289",1.0633022109153,0.987195445930655,1.05512543164746,1.01505721161815,0.98257841130805,1.00165852410672,0.946422528578263,0.971357312392321,0.977302923503075
"XBmRNA11816|XBXL10_1g6297",1.01495913838398,0.992566235615001,1.04278641524357,0.998011325084687,0.96996529297397,1.01297780858068,0.97021240204061,0.964997752435869,1.03352362964163
"XBmRNA11846|XBXL10_1g6310",1.12236680883844,0.856087871494361,1.11630872657463,1.05685438033253,0.978018795145554,1.04247681464631,0.87078418196505,0.913989022213833,1.0431133987893
"XBmRNA11904|XBXL10_1g6338",1.01198270664675,1.011083005525,0.996777843832375,1.04721204889334,1.00696712243596,0.967294645982924,0.978505285061844,0.962241036691597,1.01793630493021
"XBmRNA1207|XBXL10_1g829",1.03401475613042,1.01992695654853,1.03693934403407,0.995802047968704,0.960611734097126,1.01859658852136,0.966114431382561,0.959034249455759,1.00895989186147
"XBmRNA12203|XBXL10_1g6511",1.03610685664285,0.991835477483555,1.04067660967451,1.02605186937326,0.971334023535319,1.0136895041717,0.952969541589384,0.962698997714278,1.00463711981516
"XBmRNA12230|XBXL10_1g6525",1.0224417529569,0.976384525142392,1.1376699496103,1.00208217086852,0.995941705136035,0.989099303063454,0.974616843332638,0.941001025678151,0.960762724211615
"XBmRNA12245|XBXL10_1g6537",1.00770618602413,1.03526342858237,1.04435400321917,1.04563038312875,0.964953729041567,0.927586122278392,0.968245028823212,0.987597320060787,1.01866379884163
"XBmRNA12265|XBXL10_1g6552",0.9847870316201,0.988825985890968,1.11071868354731,1.0009590568786,0.98807347454368,0.946009962642817,0.939452023950473,1.02420754791842,1.01696623300763
"XBmRNA12436|XBXL10_1g6632",0.999775464806115,1.04203801546046,0.994915062203883,1.01388019779228,0.97446307410244,0.937047303354722,0.93916937088576,0.952508112022379,1.14620339937197
"XBmRNA12439|XBXL10_1g6634",1.06552358164312,1.03562107387583,0.980976369770427,1.03140392149136,0.964962690384671,0.982328713966366,0.963545869702225,0.94465235051687,1.03098542864913
"XBmRNA12514|XBXL10_1g6676",0.986523844555951,1.00469638465027,1.04137101494884,1.02128025349803,0.979271852890936,0.996201845031719,0.985592743725174,0.959496074464294,1.02556598623478
"XBmRNA1251|XBXL10_1g855",0.870331830153323,0.95670579593795,1.04297380785118,0.876352365575828,0.94744991835966,1.01637421217033,1.03658949774287,1.09810985009998,1.15511272210888
"XBmRNA12534|XBXL10_1g6687",0.916292989987223,1.009599498687,0.90284711013877,0.874110639878614,0.884489419857963,0.862449556927837,1.06827911375997,1.06384670583752,1.41808496492511
"XBmRNA13089|XBXL10_1g6992",0.945632171797212,0.991113958281487,0.906567901843959,0.950795169292169,0.957233126711454,0.963047765525831,1.01715060814594,1.04765776700331,1.22080153139864
"XBmRNA13254|XBXL10_1g7079",1.02351330675588,0.988142479924077,1.02900049098948,0.988400822391367,0.968256991665985,1.00421734651656,1.0023079857777,0.977189205771531,1.01897137020742
"XBmRNA13303|XBXL10_1g7099",1.04289451953355,0.999539704695488,1.01420824333074,1.01592925191306,0.970200937586331,1.00828369156223,0.967398376215892,0.945944897469232,1.03560037769347
"XBmRNA13414|XBXL10_1g7149",1.00484236856936,0.959390201537184,1.01686167784828,0.989036175749166,0.919763589961577,0.96006968344114,0.972389903471779,1.03539169889837,1.14225470052314
"XBmRNA13498|XBXL10_1g7185",1.05374878171211,0.909489431336612,1.01560100391252,1.02059696223657,0.986076577697222,1.00549116452128,0.990253802139308,1.0032619790259,1.01548029741848
"XBmRNA13501|XBXL10_1g7186",0.793942383527686,0.82434576080781,0.847972736437718,0.830627351509065,0.821308742015584,0.847338739296087,1.17160793133614,1.13031953096346,1.73253682410645
"XBmRNA13570|XBXL10_1g7224",1.02819134275171,0.989133528486848,1.00971811974945,1.03019886748106,1.00198272910803,0.962561159129485,0.964585526743106,0.9699124595412,1.04371626700912
"XBmRNA13595|XBXL10_1g7239",1.04483490651133,0.983940969107254,1.10068226483948,1.05428199323734,0.99049003882193,0.979109175352032,0.940973532392612,0.929989314461015,0.975697805277008
"XBmRNA13736|XBXL10_1g7301",0.993930437880588,1.00878968042367,1.02383040636596,0.991660547640541,0.940964243914112,0.953063740821834,0.986246421340828,1.02849630915083,1.07301821246165
"XBmRNA1377|XBXL10_1g917",0.605291210260365,0.584838807104923,0.647342256030864,0.660600827879699,0.681046626417697,0.864837947994924,1.3842887580753,1.55860047879379,2.01315308744243
"XBmRNA13869|XBXL10_1g7370",0.999631703741746,0.951591337505197,1.03479807434726,1.00996500320341,0.929768590335156,1.00723226293778,0.963293346318365,1.00887268269179,1.0948469989193
"XBmRNA13884|XBXL10_1g7377",1.06244644417543,0.987886501559046,1.01563134069933,1.00113643762874,0.982539182885352,0.988491715479861,0.935628967922966,0.960060407218785,1.06617900243049
"XBmRNA13887|XBXL10_1g7379",1.01744213399474,0.998341621712168,1.06778548504107,1.02907930692212,0.930362252183031,0.990184554500192,1.01643070861847,0.950758687854985,0.999615249173235
"XBmRNA13922|XBXL10_1g7389",1.02599402107385,0.967295113237027,0.979151697039921,0.990593700583495,0.984085296877675,1.02284021632106,1.00794678824014,0.98135446108492,1.04073870554191
"XBmRNA13925|XBXL10_1g7391",1.05343527457273,1.02633289679383,1.05797763268641,1.02331779667145,0.939198223756208,0.990390272562208,0.955876743677689,0.935635644834095,1.01783551444537
"XBmRNA13954|XBXL10_1g7405",0.975771922317526,0.979212168151279,1.026068676652,1.01929192558002,0.956908727225997,0.97875608969613,0.981847601868833,0.987161922615825,1.09498096589239
"XBmRNA14034|XBXL10_1g7446",1.04755449945902,0.998096032330181,0.987977267953604,1.02170350834446,1.03442165640684,1.01662047993731,0.970156193447569,0.965846040782424,0.957624321338593
"XBmRNA14055|XBXL10_1g7461",0.999654961554137,0.973206054264241,1.01811377892926,0.988060419013319,0.936356083219977,0.954988082407429,0.957681419456272,1.00771454883966,1.16422465231571
"XBmRNA14112|XBXL10_1g7488",1.04070804455467,1.02162145387226,1.06088966311399,0.993903269568272,0.96241005705984,1.02135660474923,0.942416957885787,0.915519180245683,1.04117476895026
"XBmRNA14190|XBXL10_1g7552",0.962098440634702,1.02009802031452,1.05430042474631,0.985870964514813,0.942391717398968,0.937345559328032,1.06042790129827,0.960825562723641,1.07664140904074
"XBmRNA14207|XBXL10_1g7561",1.0173256303409,0.997824297347116,1.02851570342071,1.01286582257696,0.997129990838189,0.985904267896235,0.977000714194911,0.950240748191548,1.03319282519343
