formula,compound,isotopeLabel,Sample,IonCount,fraction.all
C3H7NO2,alanine,O18-label-1,col009b2_T6,163432.19,0.3002741
C3H7NO2,alanine,O18-label-2,col009b2_T6,154394.02,0.283668262
C6H14N4O2,arginine,C12 PARENT,col009b2_T6,7032.11,0.208515124
C6H14N4O2,arginine,O18-label-1,col009b2_T6,13246.64,0.392787482
C6H14N4O2,arginine,O18-label-2,col009b2_T6,13445.95,0.398697394
C4H8N2O3,asparagine,C12 PARENT,col009b2_T6,10338.83,0.142634948
C4H8N2O3,asparagine,O18-label-1,col009b2_T6,52054.49,0.718146005
C4H8N2O3,asparagine,O18-label-2,col009b2_T6,10091.23,0.139219047
C4H7NO4,aspartate,C12 PARENT,col009b2_T6,2612.75,0.008606067
C4H7NO4,aspartate,O18-label-1,col009b2_T6,18884.43,0.062202919
C4H7NO4,aspartate,O18-label-2,col009b2_T6,56890.75,0.187390921
C4H7NO4,aspartate,O18-label-3,col009b2_T6,112358.21,0.370093706
C4H7NO4,aspartate,O18-label-4,col009b2_T6,112847.81,0.371706386
C5H9NO4,glutamate,C12 PARENT,col009b2_T6,30195.9,0.018330057
C5H9NO4,glutamate,O18-label-1,col009b2_T6,150453.25,0.091330831
C5H9NO4,glutamate,O18-label-2,col009b2_T6,398616.69,0.241975455
C5H9NO4,glutamate,O18-label-3,col009b2_T6,562703.12,0.341582143
C5H9NO4,glutamate,O18-label-4,col009b2_T6,505374.53,0.306781514
C5H10N2O3,glutamine,C12 PARENT,col009b2_T6,117230.5,0.140471119
C5H10N2O3,glutamine,O18-label-1,col009b2_T6,283718.62,0.339965044
C5H10N2O3,glutamine,O18-label-2,col009b2_T6,290825.69,0.348481071
C5H10N2O3,glutamine,O18-label-3,col009b2_T6,142777.52,0.171082765
C2H5NO2,glycine,C12 PARENT,col009b2_T6,7032.22,0.208641066
C2H5NO2,glycine,O18-label-1,col009b2_T6,18080.27,0.536429009
C2H5NO2,glycine,O18-label-2,col009b2_T6,8592.38,0.254929926
C6H9N3O2,histidine,C12 PARENT,col009b2_T6,31111.85,0.265214442
C6H9N3O2,histidine,O18-label-1,col009b2_T6,63680.03,0.542843438
C6H9N3O2,histidine,O18-label-2,col009b2_T6,22516.4,0.19194212
C6H13NO2,isoleucine,C12 PARENT,col009b2_T6,77962.48,0.198751662
C6H13NO2,isoleucine,O18-label-1,col009b2_T6,213561.62,0.544437875
C6H13NO2,isoleucine,O18-label-2,col009b2_T6,100736.67,0.256810463
C6H14N2O2,lysine,C12 PARENT,col009b2_T6,3401.21,0.15828077
C6H14N2O2,lysine,O18-label-1,col009b2_T6,9661.87,0.449630639
C6H14N2O2,lysine,O18-label-2,col009b2_T6,8425.38,0.392088591
C5H11NO2S,methionine,C12 PARENT,col009b2_T6,7092.11,0.095971532
C5H11NO2S,methionine,O18-label-1,col009b2_T6,22565.93,0.305365662
C5H11NO2S,methionine,O18-label-2,col009b2_T6,44240.02,0.598662807
C9H11NO2,phenylalanine,C12 PARENT,col009b2_T6,265906.97,0.206193084
C9H11NO2,phenylalanine,O18-label-1,col009b2_T6,522131.94,0.404878424
C9H11NO2,phenylalanine,O18-label-2,col009b2_T6,501562.88,0.388928492
C5H9NO2,proline,C12 PARENT,col009b2_T6,49388.13,0.253083648
C5H9NO2,proline,O18-label-1,col009b2_T6,80837,0.414239674
C5H9NO2,proline,O18-label-2,col009b2_T6,64920.35,0.332676678
C3H7NO3,serine,C12 PARENT,col009b2_T6,4500.7,0.032233779
C3H7NO3,serine,O18-label-1,col009b2_T6,39291.2,0.281401524
C3H7NO3,serine,O18-label-2,col009b2_T6,72783.37,0.521270699
C3H7NO3,serine,O18-label-3,col009b2_T6,23051.55,0.165093998
C4H9NO3,threonine,C12 PARENT,col009b2_T6,9759.51,0.096795578
C4H9NO3,threonine,O18-label-1,col009b2_T6,61648.68,0.611436397
C4H9NO3,threonine,O18-label-2,col009b2_T6,29417.8,0.291768025
C11H12N2O2,tryptophan,C12 PARENT,col009b2_T6,75660.72,0.447035617
C11H12N2O2,tryptophan,O18-label-1,col009b2_T6,60563.45,0.357834544
C11H12N2O2,tryptophan,O18-label-2,col009b2_T6,33025.7,0.19512984
C9H11NO3,tyrosine,C12 PARENT,col009b2_T6,21915.36,0.38107241
C9H11NO3,tyrosine,O18-label-1,col009b2_T6,21289.38,0.370187638
C9H11NO3,tyrosine,O18-label-2,col009b2_T6,14304.96,0.248739952
C5H11NO2,valine,C12 PARENT,col009b2_T6,63859.26,0.20009175
C5H11NO2,valine,O18-label-1,col009b2_T6,168554.55,0.528136012
C5H11NO2,valine,O18-label-2,col009b2_T6,86736.08,0.271772238
C3H7NO2,alanine,C12 PARENT,col009b2_T7,169124,0.361223189
C3H7NO2,alanine,O18-label-1,col009b2_T7,138548.41,0.295918371
C3H7NO2,alanine,O18-label-2,col009b2_T7,160525.66,0.34285844
C6H14N4O2,arginine,C12 PARENT,col009b2_T7,4770.64,0.130753693
C6H14N4O2,arginine,O18-label-1,col009b2_T7,15579.13,0.426992767
C6H14N4O2,arginine,O18-label-2,col009b2_T7,16135.93,0.44225354
C4H8N2O3,asparagine,C12 PARENT,col009b2_T7,10200.31,0.110792273
C4H8N2O3,asparagine,O18-label-1,col009b2_T7,65904.99,0.715837426
C4H8N2O3,asparagine,O18-label-2,col009b2_T7,15961.68,0.173370301
C4H7NO4,aspartate,C12 PARENT,col009b2_T7,3938.11,0.006024302
C4H7NO4,aspartate,O18-label-1,col009b2_T7,37903.25,0.057982287
C4H7NO4,aspartate,O18-label-2,col009b2_T7,114885.92,0.1757461
C4H7NO4,aspartate,O18-label-3,col009b2_T7,244226.23,0.373603724
C4H7NO4,aspartate,O18-label-4,col009b2_T7,252750.44,0.386643587
C5H9NO4,glutamate,C12 PARENT,col009b2_T7,29447.88,0.01526371
C5H9NO4,glutamate,O18-label-1,col009b2_T7,143575.06,0.074419213
C5H9NO4,glutamate,O18-label-2,col009b2_T7,397448.72,0.206009463
C5H9NO4,glutamate,O18-label-3,col009b2_T7,700143.62,0.362905211
C5H9NO4,glutamate,O18-label-4,col009b2_T7,658658.81,0.341402403
C5H10N2O3,glutamine,C12 PARENT,col009b2_T7,59738.77,0.102456903
C5H10N2O3,glutamine,O18-label-1,col009b2_T7,183711.48,0.315080296
C5H10N2O3,glutamine,O18-label-2,col009b2_T7,207710.89,0.356241258
C5H10N2O3,glutamine,O18-label-3,col009b2_T7,131901.28,0.226221542
C2H5NO2,glycine,C12 PARENT,col009b2_T7,7335.45,0.175698223
C2H5NO2,glycine,O18-label-1,col009b2_T7,24920.79,0.596901147
C2H5NO2,glycine,O18-label-2,col009b2_T7,9494.04,0.227400631
C6H9N3O2,histidine,C12 PARENT,col009b2_T7,49832.59,0.247326329
C6H9N3O2,histidine,O18-label-1,col009b2_T7,108170.37,0.536865143
C6H9N3O2,histidine,O18-label-2,col009b2_T7,43482.22,0.215808527
C6H13NO2,isoleucine,C12 PARENT,col009b2_T7,94286.6,0.167676037
C6H13NO2,isoleucine,O18-label-1,col009b2_T7,316411.72,0.562695689
C6H13NO2,isoleucine,O18-label-2,col009b2_T7,151615.78,0.269628274
C6H14N2O2,lysine,C12 PARENT,col009b2_T7,2949.57,0.121962384
C6H14N2O2,lysine,O18-label-1,col009b2_T7,11337.2,0.468784242
C6H14N2O2,lysine,O18-label-2,col009b2_T7,9897.49,0.409253374
C5H11NO2S,methionine,C12 PARENT,col009b2_T7,7240.88,0.090585699
C5H11NO2S,methionine,O18-label-1,col009b2_T7,27517.75,0.344255757
C5H11NO2S,methionine,O18-label-2,col009b2_T7,45175.4,0.565158544
C9H11NO2,phenylalanine,C12 PARENT,col009b2_T7,261609.95,0.172284262
C9H11NO2,phenylalanine,O18-label-1,col009b2_T7,643047.12,0.423481212
C9H11NO2,phenylalanine,O18-label-2,col009b2_T7,613821.44,0.404234526
C5H9NO2,proline,C12 PARENT,col009b2_T7,27214.88,0.167202138
C5H9NO2,proline,O18-label-1,col009b2_T7,74471.88,0.45753858
C5H9NO2,proline,O18-label-2,col009b2_T7,61079.58,0.375259283
C3H7NO3,serine,C12 PARENT,col009b2_T7,4753.09,0.029150549
C3H7NO3,serine,O18-label-1,col009b2_T7,47131.2,0.289054142
C3H7NO3,serine,O18-label-2,col009b2_T7,82068.18,0.503321523
C3H7NO3,serine,O18-label-3,col009b2_T7,29100.72,0.178473785
C4H9NO3,threonine,C12 PARENT,col009b2_T7,12253.26,0.087995741
C4H9NO3,threonine,O18-label-1,col009b2_T7,81772.48,0.587242088
C4H9NO3,threonine,O18-label-2,col009b2_T7,45222.59,0.324762171
C11H12N2O2,tryptophan,C12 PARENT,col009b2_T7,86773.61,0.37922441
C11H12N2O2,tryptophan,O18-label-1,col009b2_T7,85552.04,0.373885815
C11H12N2O2,tryptophan,O18-label-2,col009b2_T7,56492.98,0.246889775
C9H11NO3,tyrosine,C12 PARENT,col009b2_T7,29130.82,0.2989873
C9H11NO3,tyrosine,O18-label-1,col009b2_T7,41536.73,0.42631669
C9H11NO3,tyrosine,O18-label-2,col009b2_T7,26764.08,0.27469601
C5H11NO2,valine,C12 PARENT,col009b2_T7,80125.7,0.175496915
C5H11NO2,valine,O18-label-1,col009b2_T7,246935.2,0.540854755
C5H11NO2,valine,O18-label-2,col009b2_T7,129503.82,0.283648329
C3H7NO2,alanine,C12 PARENT,col009b2_T8,119888.31,0.213528775
C3H7NO2,alanine,O18-label-1,col009b2_T8,214169.39,0.381449429
C3H7NO2,alanine,O18-label-2,col009b2_T8,227404.38,0.405021796
C6H14N4O2,arginine,C12 PARENT,col009b2_T8,3460.19,0.119515911
C6H14N4O2,arginine,O18-label-1,col009b2_T8,14325.4,0.494803243
C6H14N4O2,arginine,O18-label-2,col009b2_T8,11166.12,0.385680846
C4H8N2O3,asparagine,C12 PARENT,col009b2_T8,10231.85,0.10538013
C4H8N2O3,asparagine,O18-label-1,col009b2_T8,68169.47,0.702092741
C4H8N2O3,asparagine,O18-label-2,col009b2_T8,18693.36,0.192527129
C4H7NO4,aspartate,C12 PARENT,col009b2_T8,3493.6,0.008824394
C4H7NO4,aspartate,O18-label-1,col009b2_T8,21886.69,0.055283022
C4H7NO4,aspartate,O18-label-2,col009b2_T8,73902.32,0.186667952
C4H7NO4,aspartate,O18-label-3,col009b2_T8,152063.98,0.38409446
C4H7NO4,aspartate,O18-label-4,col009b2_T8,144555.97,0.365130172
C5H9NO4,glutamate,C12 PARENT,col009b2_T8,34659.13,0.017544225
C5H9NO4,glutamate,O18-label-1,col009b2_T8,142614.67,0.072190612
C5H9NO4,glutamate,O18-label-2,col009b2_T8,383385.5,0.19406723
C5H9NO4,glutamate,O18-label-3,col009b2_T8,735168.69,0.372137579
C5H9NO4,glutamate,O18-label-4,col009b2_T8,679701.31,0.344060354
C5H10N2O3,glutamine,C12 PARENT,col009b2_T8,60144.91,0.073810451
C5H10N2O3,glutamine,O18-label-1,col009b2_T8,240759.41,0.295462418
C5H10N2O3,glutamine,O18-label-2,col009b2_T8,296635.72,0.364034399
C5H10N2O3,glutamine,O18-label-3,col009b2_T8,217316.25,0.266692732
C2H5NO2,glycine,C12 PARENT,col009b2_T8,7261.05,0.195316314
C2H5NO2,glycine,O18-label-1,col009b2_T8,20336.41,0.547032818
C2H5NO2,glycine,O18-label-2,col009b2_T8,9578.39,0.257650867
C6H9N3O2,histidine,C12 PARENT,col009b2_T8,44303.61,0.279175301
C6H9N3O2,histidine,O18-label-1,col009b2_T8,87688.38,0.552560613
C6H9N3O2,histidine,O18-label-2,col009b2_T8,26702.6,0.168264085
C6H13NO2,isoleucine,C12 PARENT,col009b2_T8,85731.01,0.16239162
C6H13NO2,isoleucine,O18-label-1,col009b2_T8,278878.84,0.528252106
C6H13NO2,isoleucine,O18-label-2,col009b2_T8,163317.7,0.309356274
C6H14N2O2,lysine,C12 PARENT,col009b2_T8,3257.83,0.108425803
C6H14N2O2,lysine,O18-label-1,col009b2_T8,16203.02,0.539262473
C6H14N2O2,lysine,O18-label-2,col009b2_T8,10585.78,0.352311723
C5H11NO2S,methionine,C12 PARENT,col009b2_T8,4517.35,0.084667647
C5H11NO2S,methionine,O18-label-1,col009b2_T8,18645.34,0.349465297
C5H11NO2S,methionine,O18-label-2,col009b2_T8,30191.22,0.565867056
C9H11NO2,phenylalanine,C12 PARENT,col009b2_T8,240489.33,0.127649106
C9H11NO2,phenylalanine,O18-label-1,col009b2_T8,841559.44,0.446690546
C9H11NO2,phenylalanine,O18-label-2,col009b2_T8,801938.81,0.425660349
C5H9NO2,proline,C12 PARENT,col009b2_T8,18596.63,0.130324529
C5H9NO2,proline,O18-label-1,col009b2_T8,68243.94,0.478251132
C5H9NO2,proline,O18-label-2,col009b2_T8,55854.21,0.391424339
C3H7NO3,serine,C12 PARENT,col009b2_T8,3979.65,0.029006992
C3H7NO3,serine,O18-label-1,col009b2_T8,39576.84,0.28846886
C3H7NO3,serine,O18-label-2,col009b2_T8,68561.23,0.499731152
C3H7NO3,serine,O18-label-3,col009b2_T8,25078.51,0.182792997
C4H9NO3,threonine,C12 PARENT,col009b2_T8,11330.63,0.078234652
C4H9NO3,threonine,O18-label-1,col009b2_T8,83797.36,0.57859601
C4H9NO3,threonine,O18-label-2,col009b2_T8,49700.8,0.343169338
C11H12N2O2,tryptophan,C12 PARENT,col009b2_T8,78461.5,0.285450576
C11H12N2O2,tryptophan,O18-label-1,col009b2_T8,122795.95,0.446743621
C11H12N2O2,tryptophan,O18-label-2,col009b2_T8,73611.5,0.267805803
C9H11NO3,tyrosine,C12 PARENT,col009b2_T8,29197.88,0.222100802
C9H11NO3,tyrosine,O18-label-1,col009b2_T8,61090.67,0.464701094
C9H11NO3,tyrosine,O18-label-2,col009b2_T8,41173.74,0.313198104
C5H11NO2,valine,C12 PARENT,col009b2_T8,77373.38,0.174087169
C5H11NO2,valine,O18-label-1,col009b2_T8,225551.83,0.507483059
C5H11NO2,valine,O18-label-2,col009b2_T8,141526.73,0.318429772
C3H7NO2,alanine,C12 PARENT,col009b2_T9,57476.79,0.42398382
C3H7NO2,alanine,O18-label-1,col009b2_T9,43259.29,0.319106879
C3H7NO2,alanine,O18-label-2,col009b2_T9,34827.56,0.256909301
C6H14N4O2,arginine,C12 PARENT,col009b2_T9,3662.36,0.119170664
C6H14N4O2,arginine,O18-label-1,col009b2_T9,15679.05,0.510185455
C6H14N4O2,arginine,O18-label-2,col009b2_T9,11390.65,0.370643881
C4H8N2O3,asparagine,C12 PARENT,col009b2_T9,20314.19,0.131506106
C4H8N2O3,asparagine,O18-label-1,col009b2_T9,105664.72,0.684031991
C4H8N2O3,asparagine,O18-label-2,col009b2_T9,28494.45,0.184461903
C4H7NO4,aspartate,C12 PARENT,col009b2_T9,4335.44,0.009189605
C4H7NO4,aspartate,O18-label-1,col009b2_T9,33922.87,0.071904526
C4H7NO4,aspartate,O18-label-2,col009b2_T9,90358.16,0.191527447
C4H7NO4,aspartate,O18-label-3,col009b2_T9,183880.73,0.389762327
C4H7NO4,aspartate,O18-label-4,col009b2_T9,159279.36,0.337616095
C5H9NO4,glutamate,C12 PARENT,col009b2_T9,43292.38,0.022939456
C5H9NO4,glutamate,O18-label-1,col009b2_T9,158475.56,0.083971895
C5H9NO4,glutamate,O18-label-2,col009b2_T9,396932.31,0.21032365
C5H9NO4,glutamate,O18-label-3,col009b2_T9,701379.75,0.37164208
C5H9NO4,glutamate,O18-label-4,col009b2_T9,587165.25,0.311122918
C5H10N2O3,glutamine,C12 PARENT,col009b2_T9,83617.39,0.070485318
C5H10N2O3,glutamine,O18-label-1,col009b2_T9,360346.28,0.303754066
C5H10N2O3,glutamine,O18-label-2,col009b2_T9,444561.56,0.374743376
C5H10N2O3,glutamine,O18-label-3,col009b2_T9,297784.09,0.251017239
C2H5NO2,glycine,C12 PARENT,col009b2_T9,9929.87,0.171425321
C2H5NO2,glycine,O18-label-1,col009b2_T9,34084.05,0.588413465
C2H5NO2,glycine,O18-label-2,col009b2_T9,13911.42,0.240161214
C6H9N3O2,histidine,C12 PARENT,col009b2_T9,18716.06,0.258484446
C6H9N3O2,histidine,O18-label-1,col009b2_T9,43122.04,0.595551447
C6H9N3O2,histidine,O18-label-2,col009b2_T9,10568.81,0.145964108
C6H13NO2,isoleucine,C12 PARENT,col009b2_T9,60428.96,0.195871186
C6H13NO2,isoleucine,O18-label-1,col009b2_T9,168592.27,0.546465931
C6H13NO2,isoleucine,O18-label-2,col009b2_T9,79492.55,0.257662883
C6H14N2O2,lysine,C12 PARENT,col009b2_T9,2603.19,0.109181388
C6H14N2O2,lysine,O18-label-1,col009b2_T9,13227.47,0.554778382
C6H14N2O2,lysine,O18-label-2,col009b2_T9,8012.14,0.33604023
C5H11NO2S,methionine,C12 PARENT,col009b2_T9,5660.37,0.096777999
C5H11NO2S,methionine,O18-label-1,col009b2_T9,22118.11,0.378163694
C5H11NO2S,methionine,O18-label-2,col009b2_T9,30709.71,0.525058307
C9H11NO2,phenylalanine,C12 PARENT,col009b2_T9,333911.78,0.112448634
C9H11NO2,phenylalanine,O18-label-1,col009b2_T9,1390402.25,0.468233956
C9H11NO2,phenylalanine,O18-label-2,col009b2_T9,1245146.5,0.41931741
C5H9NO2,proline,C12 PARENT,col009b2_T9,14628.72,0.116651957
C5H9NO2,proline,O18-label-1,col009b2_T9,63391.82,0.505497395
C5H9NO2,proline,O18-label-2,col009b2_T9,47384.3,0.377850648
C3H7NO3,serine,C12 PARENT,col009b2_T9,9403.69,0.043244403
C3H7NO3,serine,O18-label-1,col009b2_T9,73754.06,0.339170079
C3H7NO3,serine,O18-label-2,col009b2_T9,100041.42,0.460056793
C3H7NO3,serine,O18-label-3,col009b2_T9,34255.33,0.157528724
C4H9NO3,threonine,C12 PARENT,col009b2_T9,25453.65,0.129533269
C4H9NO3,threonine,O18-label-1,col009b2_T9,111127.8,0.565527819
C4H9NO3,threonine,O18-label-2,col009b2_T9,59921.35,0.304938912
C11H12N2O2,tryptophan,C12 PARENT,col009b2_T9,79809.99,0.213829535
C11H12N2O2,tryptophan,O18-label-1,col009b2_T9,182080.75,0.487836699
C11H12N2O2,tryptophan,O18-label-2,col009b2_T9,111350.45,0.298333766
C9H11NO3,tyrosine,C12 PARENT,col009b2_T9,32079.85,0.154042279
C9H11NO3,tyrosine,O18-label-1,col009b2_T9,101951.78,0.489556048
C9H11NO3,tyrosine,O18-label-2,col009b2_T9,74221.91,0.356401673
C5H11NO2,valine,C12 PARENT,col009b2_T9,57642.86,0.194341897
C5H11NO2,valine,O18-label-1,col009b2_T9,164414.27,0.554319844
C5H11NO2,valine,O18-label-2,col009b2_T9,74548.29,0.251338259
C3H7NO2,alanine,C12 PARENT,col009b2_T10,84293.59,0.28103083
C3H7NO2,alanine,O18-label-1,col009b2_T10,147487.98,0.491717928
C3H7NO2,alanine,O18-label-2,col009b2_T10,68162.71,0.227251241
C6H14N4O2,arginine,C12 PARENT,col009b2_T10,5027.7,0.123177493
C6H14N4O2,arginine,O18-label-1,col009b2_T10,23447.41,0.574456148
C6H14N4O2,arginine,O18-label-2,col009b2_T10,12341.6,0.302366359
C4H8N2O3,asparagine,C12 PARENT,col009b2_T10,45845.73,0.15977602
C4H8N2O3,asparagine,O18-label-1,col009b2_T10,190655.31,0.664448936
C4H8N2O3,asparagine,O18-label-2,col009b2_T10,50436.45,0.175775044
C4H7NO4,aspartate,C12 PARENT,col009b2_T10,10223.41,0.011091767
C4H7NO4,aspartate,O18-label-1,col009b2_T10,78245.37,0.084891386
C4H7NO4,aspartate,O18-label-2,col009b2_T10,203554.2,0.220843714
C4H7NO4,aspartate,O18-label-3,col009b2_T10,357200.78,0.387540748
C4H7NO4,aspartate,O18-label-4,col009b2_T10,272487.78,0.295632384
C5H9NO4,glutamate,C12 PARENT,col009b2_T10,56839.62,0.028846222
C5H9NO4,glutamate,O18-label-1,col009b2_T10,215395.31,0.109313556
C5H9NO4,glutamate,O18-label-2,col009b2_T10,463683.09,0.235320108
C5H9NO4,glutamate,O18-label-3,col009b2_T10,723776.12,0.367317848
C5H9NO4,glutamate,O18-label-4,col009b2_T10,510741.34,0.259202265
C5H10N2O3,glutamine,C12 PARENT,col009b2_T10,96526.63,0.082983936
C5H10N2O3,glutamine,O18-label-1,col009b2_T10,395583.81,0.340083368
C5H10N2O3,glutamine,O18-label-2,col009b2_T10,422675.53,0.363374117
C5H10N2O3,glutamine,O18-label-3,col009b2_T10,248410.61,0.21355858
C2H5NO2,glycine,C12 PARENT,col009b2_T10,16601.27,0.177997904
C2H5NO2,glycine,O18-label-1,col009b2_T10,57859.77,0.620369272
C2H5NO2,glycine,O18-label-2,col009b2_T10,18805.62,0.201632824
C6H9N3O2,histidine,C12 PARENT,col009b2_T10,66674.13,0.214885613
C6H9N3O2,histidine,O18-label-1,col009b2_T10,189183.53,0.609724024
C6H9N3O2,histidine,O18-label-2,col009b2_T10,54419.65,0.175390363
C6H13NO2,isoleucine,C12 PARENT,col009b2_T10,75902.62,0.174199234
C6H13NO2,isoleucine,O18-label-1,col009b2_T10,235976.8,0.541575217
C6H13NO2,isoleucine,O18-label-2,col009b2_T10,123843.62,0.284225548
C6H14N2O2,lysine,C12 PARENT,col009b2_T10,5055.7,0.159622617
C6H14N2O2,lysine,O18-label-1,col009b2_T10,18302.58,0.57786374
C6H14N2O2,lysine,O18-label-2,col009b2_T10,8314.55,0.262513643
C5H11NO2S,methionine,C12 PARENT,col009b2_T10,9090.93,0.087424162
C5H11NO2S,methionine,O18-label-1,col009b2_T10,46676.73,0.448873108
C5H11NO2S,methionine,O18-label-2,col009b2_T10,48218.81,0.46370273
C9H11NO2,phenylalanine,C12 PARENT,col009b2_T10,653974.94,0.118161365
C9H11NO2,phenylalanine,O18-label-1,col009b2_T10,2720320,0.491512297
C9H11NO2,phenylalanine,O18-label-2,col009b2_T10,2160297,0.390326337
C5H9NO2,proline,C12 PARENT,col009b2_T10,14294.9,0.120939038
C5H9NO2,proline,O18-label-1,col009b2_T10,66725.62,0.564518277
C5H9NO2,proline,O18-label-2,col009b2_T10,37178.7,0.314542685
C3H7NO3,serine,C12 PARENT,col009b2_T10,14722.39,0.057856561
C3H7NO3,serine,O18-label-1,col009b2_T10,98108.78,0.385551302
C3H7NO3,serine,O18-label-2,col009b2_T10,111457.38,0.438009095
C3H7NO3,serine,O18-label-3,col009b2_T10,30175.07,0.118583041
C4H9NO3,threonine,C12 PARENT,col009b2_T10,33291.68,0.148397451
C4H9NO3,threonine,O18-label-1,col009b2_T10,132218.91,0.589364946
C4H9NO3,threonine,O18-label-2,col009b2_T10,58830.73,0.262237603
C11H12N2O2,tryptophan,C12 PARENT,col009b2_T10,117727.96,0.181067446
C11H12N2O2,tryptophan,O18-label-1,col009b2_T10,339573.03,0.522268636
C11H12N2O2,tryptophan,O18-label-2,col009b2_T10,192887.45,0.296663918
C9H11NO3,tyrosine,C12 PARENT,col009b2_T10,57873.56,0.14012767
C9H11NO3,tyrosine,O18-label-1,col009b2_T10,212505.88,0.514534682
C9H11NO3,tyrosine,O18-label-2,col009b2_T10,142626.5,0.345337648
C5H11NO2,valine,C12 PARENT,col009b2_T10,78766.35,0.189411204
C5H11NO2,valine,O18-label-1,col009b2_T10,238868.84,0.574413244
C5H11NO2,valine,O18-label-2,col009b2_T10,98213.23,0.236175552
C3H7NO2,alanine,C12 PARENT,col009b2_blank1,26202.89,1
C3H7NO2,alanine,O18-label-1,col009b2_blank1,0,0
C3H7NO2,alanine,O18-label-2,col009b2_blank1,0,0
C6H14N4O2,arginine,C12 PARENT,col009b2_blank1,648.75,1
C6H14N4O2,arginine,O18-label-1,col009b2_blank1,0,0
C6H14N4O2,arginine,O18-label-2,col009b2_blank1,0,0
C4H8N2O3,asparagine,C12 PARENT,col009b2_blank1,287.84,0.110692366
C4H8N2O3,asparagine,O18-label-1,col009b2_blank1,2312.52,0.889307634
C4H8N2O3,asparagine,O18-label-2,col009b2_blank1,0,0
C4H7NO4,aspartate,C12 PARENT,col009b2_blank1,1144.17,0.796487344
C4H7NO4,aspartate,O18-label-1,col009b2_blank1,0,0
C4H7NO4,aspartate,O18-label-2,col009b2_blank1,0,0
C4H7NO4,aspartate,O18-label-3,col009b2_blank1,292.35,0.203512656
C4H7NO4,aspartate,O18-label-4,col009b2_blank1,0,0
C5H9NO4,glutamate,C12 PARENT,col009b2_blank1,728.57,1
C5H9NO4,glutamate,O18-label-1,col009b2_blank1,0,0
C5H9NO4,glutamate,O18-label-2,col009b2_blank1,0,0
C5H9NO4,glutamate,O18-label-3,col009b2_blank1,0,0
C5H9NO4,glutamate,O18-label-4,col009b2_blank1,0,0
C5H10N2O3,glutamine,C12 PARENT,col009b2_blank1,430.42,0.398828773
C5H10N2O3,glutamine,O18-label-1,col009b2_blank1,648.79,0.601171227
C5H10N2O3,glutamine,O18-label-2,col009b2_blank1,0,0
C5H10N2O3,glutamine,O18-label-3,col009b2_blank1,0,0
C2H5NO2,glycine,C12 PARENT,col009b2_blank1,1719.3,1
C2H5NO2,glycine,O18-label-1,col009b2_blank1,0,0
C2H5NO2,glycine,O18-label-2,col009b2_blank1,0,0
C6H9N3O2,histidine,C12 PARENT,col009b2_blank1,33626.08,0.922536071
C6H9N3O2,histidine,O18-label-1,col009b2_blank1,2823.53,0.077463929
C6H9N3O2,histidine,O18-label-2,col009b2_blank1,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b2_blank1,1015.47,0.545192447
C6H13NO2,isoleucine,O18-label-1,col009b2_blank1,466.24,0.250318105
C6H13NO2,isoleucine,O18-label-2,col009b2_blank1,380.88,0.204489447
C6H14N2O2,lysine,C12 PARENT,col009b2_blank1,277.44,1
C6H14N2O2,lysine,O18-label-1,col009b2_blank1,0,0
C6H14N2O2,lysine,O18-label-2,col009b2_blank1,0,0
C5H11NO2S,methionine,C12 PARENT,col009b2_blank1,0,NA
C5H11NO2S,methionine,O18-label-1,col009b2_blank1,0,NA
C5H11NO2S,methionine,O18-label-2,col009b2_blank1,0,NA
C9H11NO2,phenylalanine,C12 PARENT,col009b2_blank1,782.67,0.37870335
C9H11NO2,phenylalanine,O18-label-1,col009b2_blank1,762.76,0.369069681
C9H11NO2,phenylalanine,O18-label-2,col009b2_blank1,521.28,0.252226969
C5H9NO2,proline,C12 PARENT,col009b2_blank1,494.04,1
C5H9NO2,proline,O18-label-1,col009b2_blank1,0,0
C5H9NO2,proline,O18-label-2,col009b2_blank1,0,0
C3H7NO3,serine,C12 PARENT,col009b2_blank1,690.59,0.579407496
C3H7NO3,serine,O18-label-1,col009b2_blank1,0,0
C3H7NO3,serine,O18-label-2,col009b2_blank1,501.3,0.420592504
C3H7NO3,serine,O18-label-3,col009b2_blank1,0,0
C4H9NO3,threonine,C12 PARENT,col009b2_blank1,480.68,0.7005159
C4H9NO3,threonine,O18-label-1,col009b2_blank1,205.5,0.2994841
C4H9NO3,threonine,O18-label-2,col009b2_blank1,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b2_blank1,0,0
C11H12N2O2,tryptophan,O18-label-1,col009b2_blank1,512.53,1
C11H12N2O2,tryptophan,O18-label-2,col009b2_blank1,0,0
C9H11NO3,tyrosine,C12 PARENT,col009b2_blank1,3235.75,0.93479071
C9H11NO3,tyrosine,O18-label-1,col009b2_blank1,225.72,0.06520929
C9H11NO3,tyrosine,O18-label-2,col009b2_blank1,0,0
C5H11NO2,valine,C12 PARENT,col009b2_blank1,743.08,0.613269289
C5H11NO2,valine,O18-label-1,col009b2_blank1,202.84,0.167405317
C5H11NO2,valine,O18-label-2,col009b2_blank1,265.75,0.219325394
C3H7NO2,alanine,C12 PARENT,col009b2_blank2,21985.85,1
C3H7NO2,alanine,O18-label-1,col009b2_blank2,0,0
