formula,compound,isotopeLabel,Sample,IonCount,fraction.all
C3H7NO2,alanine,O18-label-2,col009b2_blank2,0,0
C6H14N4O2,arginine,C12 PARENT,col009b2_blank2,597.8,1
C6H14N4O2,arginine,O18-label-1,col009b2_blank2,0,0
C6H14N4O2,arginine,O18-label-2,col009b2_blank2,0,0
C4H8N2O3,asparagine,C12 PARENT,col009b2_blank2,313.54,0.166903549
C4H8N2O3,asparagine,O18-label-1,col009b2_blank2,1565.03,0.833096451
C4H8N2O3,asparagine,O18-label-2,col009b2_blank2,0,0
C4H7NO4,aspartate,C12 PARENT,col009b2_blank2,924.57,0.781441225
C4H7NO4,aspartate,O18-label-1,col009b2_blank2,0,0
C4H7NO4,aspartate,O18-label-2,col009b2_blank2,0,0
C4H7NO4,aspartate,O18-label-3,col009b2_blank2,258.59,0.218558775
C4H7NO4,aspartate,O18-label-4,col009b2_blank2,0,0
C5H9NO4,glutamate,C12 PARENT,col009b2_blank2,691.22,1
C5H9NO4,glutamate,O18-label-1,col009b2_blank2,0,0
C5H9NO4,glutamate,O18-label-2,col009b2_blank2,0,0
C5H9NO4,glutamate,O18-label-3,col009b2_blank2,0,0
C5H9NO4,glutamate,O18-label-4,col009b2_blank2,0,0
C5H10N2O3,glutamine,C12 PARENT,col009b2_blank2,398.93,0.425443648
C5H10N2O3,glutamine,O18-label-1,col009b2_blank2,538.75,0.574556352
C5H10N2O3,glutamine,O18-label-2,col009b2_blank2,0,0
C5H10N2O3,glutamine,O18-label-3,col009b2_blank2,0,0
C2H5NO2,glycine,C12 PARENT,col009b2_blank2,1850.79,1
C2H5NO2,glycine,O18-label-1,col009b2_blank2,0,0
C2H5NO2,glycine,O18-label-2,col009b2_blank2,0,0
C6H9N3O2,histidine,C12 PARENT,col009b2_blank2,25413.43,0.894635271
C6H9N3O2,histidine,O18-label-1,col009b2_blank2,2797.51,0.098481438
C6H9N3O2,histidine,O18-label-2,col009b2_blank2,195.53,0.006883291
C6H13NO2,isoleucine,C12 PARENT,col009b2_blank2,946.87,0.568311816
C6H13NO2,isoleucine,O18-label-1,col009b2_blank2,374.17,0.224577009
C6H13NO2,isoleucine,O18-label-2,col009b2_blank2,345.07,0.207111175
C6H14N2O2,lysine,C12 PARENT,col009b2_blank2,354.45,1
C6H14N2O2,lysine,O18-label-1,col009b2_blank2,0,0
C6H14N2O2,lysine,O18-label-2,col009b2_blank2,0,0
C5H11NO2S,methionine,C12 PARENT,col009b2_blank2,0,NA
C5H11NO2S,methionine,O18-label-1,col009b2_blank2,0,NA
C5H11NO2S,methionine,O18-label-2,col009b2_blank2,0,NA
C9H11NO2,phenylalanine,C12 PARENT,col009b2_blank2,698.45,0.470748804
C9H11NO2,phenylalanine,O18-label-1,col009b2_blank2,403.28,0.271806969
C9H11NO2,phenylalanine,O18-label-2,col009b2_blank2,381.97,0.257444227
C5H9NO2,proline,C12 PARENT,col009b2_blank2,351.24,1
C5H9NO2,proline,O18-label-1,col009b2_blank2,0,0
C5H9NO2,proline,O18-label-2,col009b2_blank2,0,0
C3H7NO3,serine,C12 PARENT,col009b2_blank2,448.65,1
C3H7NO3,serine,O18-label-1,col009b2_blank2,0,0
C3H7NO3,serine,O18-label-2,col009b2_blank2,0,0
C3H7NO3,serine,O18-label-3,col009b2_blank2,0,0
C4H9NO3,threonine,C12 PARENT,col009b2_blank2,387.22,1
C4H9NO3,threonine,O18-label-1,col009b2_blank2,0,0
C4H9NO3,threonine,O18-label-2,col009b2_blank2,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b2_blank2,0,0
C11H12N2O2,tryptophan,O18-label-1,col009b2_blank2,336.32,1
C11H12N2O2,tryptophan,O18-label-2,col009b2_blank2,0,0
C9H11NO3,tyrosine,C12 PARENT,col009b2_blank2,2735.14,1
C9H11NO3,tyrosine,O18-label-1,col009b2_blank2,0,0
C9H11NO3,tyrosine,O18-label-2,col009b2_blank2,0,0
C5H11NO2,valine,C12 PARENT,col009b2_blank2,641.94,0.722100361
C5H11NO2,valine,O18-label-1,col009b2_blank2,247.05,0.277899639
C5H11NO2,valine,O18-label-2,col009b2_blank2,0,0
C3H7NO2,alanine,C12 PARENT,col009b2_blank3,15732.53,1
C3H7NO2,alanine,O18-label-1,col009b2_blank3,0,0
C3H7NO2,alanine,O18-label-2,col009b2_blank3,0,0
C6H14N4O2,arginine,C12 PARENT,col009b2_blank3,504.49,1
C6H14N4O2,arginine,O18-label-1,col009b2_blank3,0,0
C6H14N4O2,arginine,O18-label-2,col009b2_blank3,0,0
C4H8N2O3,asparagine,C12 PARENT,col009b2_blank3,0,0
C4H8N2O3,asparagine,O18-label-1,col009b2_blank3,1395.18,1
C4H8N2O3,asparagine,O18-label-2,col009b2_blank3,0,0
C4H7NO4,aspartate,C12 PARENT,col009b2_blank3,677.36,1
C4H7NO4,aspartate,O18-label-1,col009b2_blank3,0,0
C4H7NO4,aspartate,O18-label-2,col009b2_blank3,0,0
C4H7NO4,aspartate,O18-label-3,col009b2_blank3,0,0
C4H7NO4,aspartate,O18-label-4,col009b2_blank3,0,0
C5H9NO4,glutamate,C12 PARENT,col009b2_blank3,802.08,0.75590195
C5H9NO4,glutamate,O18-label-1,col009b2_blank3,0,0
C5H9NO4,glutamate,O18-label-2,col009b2_blank3,0,0
C5H9NO4,glutamate,O18-label-3,col009b2_blank3,259.01,0.24409805
C5H9NO4,glutamate,O18-label-4,col009b2_blank3,0,0
C5H10N2O3,glutamine,C12 PARENT,col009b2_blank3,265.62,0.373208565
C5H10N2O3,glutamine,O18-label-1,col009b2_blank3,446.1,0.626791435
C5H10N2O3,glutamine,O18-label-2,col009b2_blank3,0,0
C5H10N2O3,glutamine,O18-label-3,col009b2_blank3,0,0
C2H5NO2,glycine,C12 PARENT,col009b2_blank3,1967.89,1
C2H5NO2,glycine,O18-label-1,col009b2_blank3,0,0
C2H5NO2,glycine,O18-label-2,col009b2_blank3,0,0
C6H9N3O2,histidine,C12 PARENT,col009b2_blank3,16012.5,0.860501259
C6H9N3O2,histidine,O18-label-1,col009b2_blank3,2595.84,0.139498741
C6H9N3O2,histidine,O18-label-2,col009b2_blank3,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b2_blank3,905.6,0.611710032
C6H13NO2,isoleucine,O18-label-1,col009b2_blank3,335.84,0.226851477
C6H13NO2,isoleucine,O18-label-2,col009b2_blank3,239,0.161438491
C6H14N2O2,lysine,C12 PARENT,col009b2_blank3,354.14,1
C6H14N2O2,lysine,O18-label-1,col009b2_blank3,0,0
C6H14N2O2,lysine,O18-label-2,col009b2_blank3,0,0
C5H11NO2S,methionine,C12 PARENT,col009b2_blank3,0,NA
C5H11NO2S,methionine,O18-label-1,col009b2_blank3,0,NA
C5H11NO2S,methionine,O18-label-2,col009b2_blank3,0,NA
C9H11NO2,phenylalanine,C12 PARENT,col009b2_blank3,606.08,0.654012582
C9H11NO2,phenylalanine,O18-label-1,col009b2_blank3,320.63,0.345987418
C9H11NO2,phenylalanine,O18-label-2,col009b2_blank3,0,0
C5H9NO2,proline,C12 PARENT,col009b2_blank3,365.9,1
C5H9NO2,proline,O18-label-1,col009b2_blank3,0,0
C5H9NO2,proline,O18-label-2,col009b2_blank3,0,0
C3H7NO3,serine,C12 PARENT,col009b2_blank3,384.42,1
C3H7NO3,serine,O18-label-1,col009b2_blank3,0,0
C3H7NO3,serine,O18-label-2,col009b2_blank3,0,0
C3H7NO3,serine,O18-label-3,col009b2_blank3,0,0
C4H9NO3,threonine,C12 PARENT,col009b2_blank3,426.88,1
C4H9NO3,threonine,O18-label-1,col009b2_blank3,0,0
C4H9NO3,threonine,O18-label-2,col009b2_blank3,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b2_blank3,0,0
C11H12N2O2,tryptophan,O18-label-1,col009b2_blank3,426.32,1
C11H12N2O2,tryptophan,O18-label-2,col009b2_blank3,0,0
C9H11NO3,tyrosine,C12 PARENT,col009b2_blank3,2625.41,1
C9H11NO3,tyrosine,O18-label-1,col009b2_blank3,0,0
C9H11NO3,tyrosine,O18-label-2,col009b2_blank3,0,0
C5H11NO2,valine,C12 PARENT,col009b2_blank3,761.94,1
C5H11NO2,valine,O18-label-1,col009b2_blank3,0,0
C5H11NO2,valine,O18-label-2,col009b2_blank3,0,0
C3H7NO2,alanine,C12 PARENT,col009b2_blank4,13516.34,1
C3H7NO2,alanine,O18-label-1,col009b2_blank4,0,0
C3H7NO2,alanine,O18-label-2,col009b2_blank4,0,0
C3H7NO2,alanine,C12 PARENT,col009b_T0,588428.19,0.998105742
C3H7NO2,alanine,O18-label-1,col009b_T0,1116.75,0.001894258
C3H7NO2,alanine,O18-label-2,col009b_T0,0,0
C6H14N4O2,arginine,C12 PARENT,col009b_T0,722971.5,0.996320566
C6H14N4O2,arginine,O18-label-1,col009b_T0,1624.28,0.002238406
C6H14N4O2,arginine,O18-label-2,col009b_T0,1045.67,0.001441028
C4H8N2O3,asparagine,C12 PARENT,col009b_T0,367787.5,0.99729766
C4H8N2O3,asparagine,O18-label-1,col009b_T0,847.26,0.002297442
C4H8N2O3,asparagine,O18-label-2,col009b_T0,149.32,4.05E-04
C4H7NO4,aspartate,C12 PARENT,col009b_T0,2634100.25,0.976868146
C4H7NO4,aspartate,O18-label-1,col009b_T0,13371.44,0.00495886
C4H7NO4,aspartate,O18-label-2,col009b_T0,2195.83,8.14E-04
C4H7NO4,aspartate,O18-label-3,col009b_T0,46355.14,0.017191016
C4H7NO4,aspartate,O18-label-4,col009b_T0,452.05,1.68E-04
C5H9NO4,glutamate,C12 PARENT,col009b_T0,9793244,0.993400564
C5H9NO4,glutamate,O18-label-1,col009b_T0,60923.67,0.006179935
C5H9NO4,glutamate,O18-label-2,col009b_T0,742.39,7.53E-05
C5H9NO4,glutamate,O18-label-3,col009b_T0,816.51,8.28E-05
C5H9NO4,glutamate,O18-label-4,col009b_T0,2576.67,2.61E-04
C5H10N2O3,glutamine,C12 PARENT,col009b_T0,4324772.5,0.996296014
C5H10N2O3,glutamine,O18-label-1,col009b_T0,13466,0.003102157
C5H10N2O3,glutamine,O18-label-2,col009b_T0,1022.02,2.35E-04
C5H10N2O3,glutamine,O18-label-3,col009b_T0,1590.43,3.66E-04
C2H5NO2,glycine,C12 PARENT,col009b_T0,85016.03,1
C2H5NO2,glycine,O18-label-1,col009b_T0,0,0
C2H5NO2,glycine,O18-label-2,col009b_T0,0,0
C6H13NO2,isoleucine,C12 PARENT,col009b_T0,2417774.75,0.996317846
C6H13NO2,isoleucine,O18-label-1,col009b_T0,6639.57,0.002736037
C6H13NO2,isoleucine,O18-label-2,col009b_T0,2295.95,9.46E-04
C6H14N2O2,lysine,C12 PARENT,col009b_T0,118977.06,0.996372755
C6H14N2O2,lysine,O18-label-1,col009b_T0,276.46,0.002315213
C6H14N2O2,lysine,O18-label-2,col009b_T0,156.67,0.001312032
C5H11NO2S,methionine,C12 PARENT,col009b_T0,553773.81,0.997648893
C5H11NO2S,methionine,O18-label-1,col009b_T0,1305.05,0.002351107
C5H11NO2S,methionine,O18-label-2,col009b_T0,0,0
C9H11NO2,phenylalanine,C12 PARENT,col009b_T0,1495864.62,0.997217817
C9H11NO2,phenylalanine,O18-label-1,col009b_T0,3809.94,0.002539896
C9H11NO2,phenylalanine,O18-label-2,col009b_T0,363.44,2.42E-04
C5H9NO2,proline,C12 PARENT,col009b_T0,251696.31,0.99872176
C5H9NO2,proline,O18-label-1,col009b_T0,322.14,0.00127824
C5H9NO2,proline,O18-label-2,col009b_T0,0,0
C3H7NO3,serine,C12 PARENT,col009b_T0,372105.97,0.995850467
C3H7NO3,serine,O18-label-1,col009b_T0,1186.82,0.003176233
C3H7NO3,serine,O18-label-2,col009b_T0,363.68,9.73E-04
C3H7NO3,serine,O18-label-3,col009b_T0,0,0
C4H9NO3,threonine,C12 PARENT,col009b_T0,207403.38,0.997312541
C4H9NO3,threonine,O18-label-1,col009b_T0,558.89,0.002687459
C4H9NO3,threonine,O18-label-2,col009b_T0,0,0
C11H12N2O2,tryptophan,C12 PARENT,col009b_T0,145445.16,0.982928442
C11H12N2O2,tryptophan,O18-label-1,col009b_T0,2526.1,0.017071558
C11H12N2O2,tryptophan,O18-label-2,col009b_T0,0,0
C5H11NO2,valine,C12 PARENT,col009b_T0,3423747,0.998165354
C5H11NO2,valine,O18-label-1,col009b_T0,6292.91,0.001834646
C5H11NO2,valine,O18-label-2,col009b_T0,0,0
C3H7NO2,alanine,C12 PARENT,col009b_T1,285723.66,0.54697028
C3H7NO2,alanine,O18-label-1,col009b_T1,72082.5,0.137989921
C3H7NO2,alanine,O18-label-2,col009b_T1,164568.95,0.3150398
C6H14N4O2,arginine,C12 PARENT,col009b_T1,381687.91,0.688547892
C6H14N4O2,arginine,O18-label-1,col009b_T1,133159.31,0.24021343
C6H14N4O2,arginine,O18-label-2,col009b_T1,39490.27,0.071238678
C4H8N2O3,asparagine,C12 PARENT,col009b_T1,295140.09,0.931509017
C4H8N2O3,asparagine,O18-label-1,col009b_T1,19813.34,0.062534049
C4H8N2O3,asparagine,O18-label-2,col009b_T1,1887.4,0.005956934
C4H7NO4,aspartate,C12 PARENT,col009b_T1,1596594.38,0.714883958
C4H7NO4,aspartate,O18-label-1,col009b_T1,217940.25,0.097583951
C4H7NO4,aspartate,O18-label-2,col009b_T1,330123.62,0.147814675
C4H7NO4,aspartate,O18-label-3,col009b_T1,43976.94,0.019690918
C4H7NO4,aspartate,O18-label-4,col009b_T1,44726.41,0.020026497
C5H9NO4,glutamate,C12 PARENT,col009b_T1,6413795.5,0.603151895
C5H9NO4,glutamate,O18-label-1,col009b_T1,2004880.62,0.188538525
C5H9NO4,glutamate,O18-label-2,col009b_T1,1971107,0.185362461
C5H9NO4,glutamate,O18-label-3,col009b_T1,161185.23,0.015157823
C5H9NO4,glutamate,O18-label-4,col009b_T1,82829.8,0.007789296
C5H10N2O3,glutamine,C12 PARENT,col009b_T1,4976714,0.828459707
C5H10N2O3,glutamine,O18-label-1,col009b_T1,838314.69,0.13955191
C5H10N2O3,glutamine,O18-label-2,col009b_T1,185049.77,0.030804719
C5H10N2O3,glutamine,O18-label-3,col009b_T1,7110.49,0.001183663
C2H5NO2,glycine,C12 PARENT,col009b_T1,68674.64,0.900903978
C2H5NO2,glycine,O18-label-1,col009b_T1,5772.17,0.075721852
C2H5NO2,glycine,O18-label-2,col009b_T1,1781.78,0.02337417
C6H13NO2,isoleucine,C12 PARENT,col009b_T1,1704638.5,0.694733791
C6H13NO2,isoleucine,O18-label-1,col009b_T1,416018.91,0.16955055
C6H13NO2,isoleucine,O18-label-2,col009b_T1,332999.69,0.135715659
C6H14N2O2,lysine,C12 PARENT,col009b_T1,70287.65,0.900434539
C6H14N2O2,lysine,O18-label-1,col009b_T1,6477.43,0.082980462
C6H14N2O2,lysine,O18-label-2,col009b_T1,1294.62,0.016584998
C5H11NO2S,methionine,C12 PARENT,col009b_T1,168117.02,0.355208842
C5H11NO2S,methionine,O18-label-1,col009b_T1,121147.6,0.255968721
C5H11NO2S,methionine,O18-label-2,col009b_T1,184026.02,0.388822437
C9H11NO2,phenylalanine,C12 PARENT,col009b_T1,1013151.56,0.73642047
C9H11NO2,phenylalanine,O18-label-1,col009b_T1,271198.91,0.197123941
C9H11NO2,phenylalanine,O18-label-2,col009b_T1,91428.18,0.066455589
C5H9NO2,proline,C12 PARENT,col009b_T1,177636.05,0.640924009
C5H9NO2,proline,O18-label-1,col009b_T1,69427.26,0.25049869
C5H9NO2,proline,O18-label-2,col009b_T1,30092.87,0.108577301
C3H7NO3,serine,C12 PARENT,col009b_T1,55771.22,0.187860686
C3H7NO3,serine,O18-label-1,col009b_T1,180615.58,0.608388461
C3H7NO3,serine,O18-label-2,col009b_T1,54413.39,0.183286949
C3H7NO3,serine,O18-label-3,col009b_T1,6075.23,0.020463904
C4H9NO3,threonine,C12 PARENT,col009b_T1,144169.33,0.803034456
C4H9NO3,threonine,O18-label-1,col009b_T1,29090.43,0.162035973
C4H9NO3,threonine,O18-label-2,col009b_T1,6270.93,0.034929571
C11H12N2O2,tryptophan,C12 PARENT,col009b_T1,155927.42,0.891944662
C11H12N2O2,tryptophan,O18-label-1,col009b_T1,14303.65,0.081820531
C11H12N2O2,tryptophan,O18-label-2,col009b_T1,4586.3,0.026234807
C5H11NO2,valine,C12 PARENT,col009b_T1,2446542.25,0.800169968
C5H11NO2,valine,O18-label-1,col009b_T1,536912,0.175603286
C5H11NO2,valine,O18-label-2,col009b_T1,74073.96,0.024226746
C3H7NO2,alanine,C12 PARENT,col009b_T2,282607.5,0.518642539
C3H7NO2,alanine,O18-label-1,col009b_T2,66429,0.121910796
C3H7NO2,alanine,O18-label-2,col009b_T2,195861.92,0.359446665
C6H14N4O2,arginine,C12 PARENT,col009b_T2,259913.64,0.448278082
C6H14N4O2,arginine,O18-label-1,col009b_T2,208849.88,0.360207427
C6H14N4O2,arginine,O18-label-2,col009b_T2,111040.96,0.191514491
C4H8N2O3,asparagine,C12 PARENT,col009b_T2,240364.31,0.828242173
C4H8N2O3,asparagine,O18-label-1,col009b_T2,45406.64,0.156461224
C4H8N2O3,asparagine,O18-label-2,col009b_T2,4439.23,0.015296603
C4H7NO4,aspartate,C12 PARENT,col009b_T2,981815.94,0.401956676
C4H7NO4,aspartate,O18-label-1,col009b_T2,293067.34,0.119982136
C4H7NO4,aspartate,O18-label-2,col009b_T2,634795.69,0.259886151
C4H7NO4,aspartate,O18-label-3,col009b_T2,246434.73,0.100890687
C4H7NO4,aspartate,O18-label-4,col009b_T2,286477.75,0.11728435
C5H9NO4,glutamate,C12 PARENT,col009b_T2,3349001.25,0.303751103
C5H9NO4,glutamate,O18-label-1,col009b_T2,2584558,0.234416855
C5H9NO4,glutamate,O18-label-2,col009b_T2,3764713.25,0.34145577
C5H9NO4,glutamate,O18-label-3,col009b_T2,654888.56,0.059397745
C5H9NO4,glutamate,O18-label-4,col009b_T2,672317.44,0.060978527
C5H10N2O3,glutamine,C12 PARENT,col009b_T2,5263474.5,0.632395988
C5H10N2O3,glutamine,O18-label-1,col009b_T2,2336746.75,0.280755472
C5H10N2O3,glutamine,O18-label-2,col009b_T2,616616.69,0.074085268
C5H10N2O3,glutamine,O18-label-3,col009b_T2,106229.57,0.012763271
C2H5NO2,glycine,C12 PARENT,col009b_T2,47488.59,0.761044487
C2H5NO2,glycine,O18-label-1,col009b_T2,11006.75,0.176392401
C2H5NO2,glycine,O18-label-2,col009b_T2,3903.89,0.062563112
C6H13NO2,isoleucine,C12 PARENT,col009b_T2,1336745.12,0.529676203
C6H13NO2,isoleucine,O18-label-1,col009b_T2,652652.31,0.258609059
C6H13NO2,isoleucine,O18-label-2,col009b_T2,534305,0.211714738
C6H14N2O2,lysine,C12 PARENT,col009b_T2,51377.98,0.719938916
C6H14N2O2,lysine,O18-label-1,col009b_T2,15490.03,0.217055544
C6H14N2O2,lysine,O18-label-2,col009b_T2,4496.35,0.063005539
C5H11NO2S,methionine,C12 PARENT,col009b_T2,140209.42,0.321710609
C5H11NO2S,methionine,O18-label-1,col009b_T2,70104.63,0.160855121
C5H11NO2S,methionine,O18-label-2,col009b_T2,225510.62,0.51743427
C9H11NO2,phenylalanine,C12 PARENT,col009b_T2,763670.19,0.575867555
C9H11NO2,phenylalanine,O18-label-1,col009b_T2,380393.34,0.28684658
C9H11NO2,phenylalanine,O18-label-2,col009b_T2,182057.7,0.137285865
C5H9NO2,proline,C12 PARENT,col009b_T2,131869.61,0.476021505
C5H9NO2,proline,O18-label-1,col009b_T2,90857.84,0.327977657
C5H9NO2,proline,O18-label-2,col009b_T2,54297.03,0.196000837
C3H7NO3,serine,C12 PARENT,col009b_T2,24812.38,0.095987489
C3H7NO3,serine,O18-label-1,col009b_T2,105399.34,0.407740732
C3H7NO3,serine,O18-label-2,col009b_T2,90191.66,0.348909333
C3H7NO3,serine,O18-label-3,col009b_T2,38092.6,0.147362446
C4H9NO3,threonine,C12 PARENT,col009b_T2,93874.12,0.594782026
C4H9NO3,threonine,O18-label-1,col009b_T2,50843.67,0.322143111
C4H9NO3,threonine,O18-label-2,col009b_T2,13111.66,0.083074863
C11H12N2O2,tryptophan,C12 PARENT,col009b_T2,145599.75,0.877919479
C11H12N2O2,tryptophan,O18-label-1,col009b_T2,15641.57,0.094313617
C11H12N2O2,tryptophan,O18-label-2,col009b_T2,4605.04,0.027766904
C5H11NO2,valine,C12 PARENT,col009b_T2,1830527.38,0.623723519
C5H11NO2,valine,O18-label-1,col009b_T2,905007.81,0.308367229
C5H11NO2,valine,O18-label-2,col009b_T2,199302.64,0.067909251
C3H7NO2,alanine,C12 PARENT,col009b_T3,307365.59,0.628628496
C3H7NO2,alanine,O18-label-1,col009b_T3,50266.75,0.102806275
C3H7NO2,alanine,O18-label-2,col009b_T3,131313.98,0.268565228
C6H14N4O2,arginine,C12 PARENT,col009b_T3,186605.17,0.348447884
C6H14N4O2,arginine,O18-label-1,col009b_T3,213233.67,0.398171289
C6H14N4O2,arginine,O18-label-2,col009b_T3,135693.67,0.253380826
C4H8N2O3,asparagine,C12 PARENT,col009b_T3,184061.14,0.71555912
C4H8N2O3,asparagine,O18-label-1,col009b_T3,58380.67,0.226961654
C4H8N2O3,asparagine,O18-label-2,col009b_T3,14785.21,0.057479226
C4H7NO4,aspartate,C12 PARENT,col009b_T3,460652.84,0.201233063
C4H7NO4,aspartate,O18-label-1,col009b_T3,245274.67,0.107146573
C4H7NO4,aspartate,O18-label-2,col009b_T3,656519.94,0.286796275
C4H7NO4,aspartate,O18-label-3,col009b_T3,414232.66,0.180954723
C4H7NO4,aspartate,O18-label-4,col009b_T3,512470.75,0.223869365
C5H9NO4,glutamate,C12 PARENT,col009b_T3,1674666,0.151481058
C5H9NO4,glutamate,O18-label-1,col009b_T3,2262383.25,0.204642721
C5H9NO4,glutamate,O18-label-2,col009b_T3,4284530,0.387554973
C5H9NO4,glutamate,O18-label-3,col009b_T3,1277315,0.115538876
C5H9NO4,glutamate,O18-label-4,col009b_T3,1556389,0.140782372
C5H10N2O3,glutamine,C12 PARENT,col009b_T3,4853534,0.476104751
C5H10N2O3,glutamine,O18-label-1,col009b_T3,3688785.25,0.361849363
C5H10N2O3,glutamine,O18-label-2,col009b_T3,1225948,0.120258696
C5H10N2O3,glutamine,O18-label-3,col009b_T3,425989.34,0.04178719
C2H5NO2,glycine,C12 PARENT,col009b_T3,36784.75,0.634402601
C2H5NO2,glycine,O18-label-1,col009b_T3,13733.39,0.236850824
C2H5NO2,glycine,O18-label-2,col009b_T3,7465.15,0.128746575
C6H13NO2,isoleucine,C12 PARENT,col009b_T3,837877.81,0.483621297
C6H13NO2,isoleucine,O18-label-1,col009b_T3,607363,0.350568637
C6H13NO2,isoleucine,O18-label-2,col009b_T3,287267.28,0.165810066
C6H14N2O2,lysine,C12 PARENT,col009b_T3,31329.34,0.55509284
C6H14N2O2,lysine,O18-label-1,col009b_T3,19942.09,0.353333692
C6H14N2O2,lysine,O18-label-2,col009b_T3,5168.39,0.091573467
C5H11NO2S,methionine,C12 PARENT,col009b_T3,122901.85,0.387532055
C5H11NO2S,methionine,O18-label-1,col009b_T3,48846.81,0.154022943
C5H11NO2S,methionine,O18-label-2,col009b_T3,145391.17,0.458445002
C9H11NO2,phenylalanine,C12 PARENT,col009b_T3,559958.75,0.474181454
C9H11NO2,phenylalanine,O18-label-1,col009b_T3,394674.84,0.334216564
C9H11NO2,phenylalanine,O18-label-2,col009b_T3,226261.92,0.191601982
C5H9NO2,proline,C12 PARENT,col009b_T3,156761.17,0.422046453
C5H9NO2,proline,O18-label-1,col009b_T3,126371.46,0.340228556
C5H9NO2,proline,O18-label-2,col009b_T3,88298.45,0.237724991
C3H7NO3,serine,C12 PARENT,col009b_T3,16486.21,0.059977163
C3H7NO3,serine,O18-label-1,col009b_T3,79744.71,0.290112855
C3H7NO3,serine,O18-label-2,col009b_T3,113375.62,0.41246278
C3H7NO3,serine,O18-label-3,col009b_T3,65268.25,0.237447203
C4H9NO3,threonine,C12 PARENT,col009b_T3,67221.21,0.413004594
C4H9NO3,threonine,O18-label-1,col009b_T3,77781.04,0.477883793
C4H9NO3,threonine,O18-label-2,col009b_T3,17759.16,0.109111613
C11H12N2O2,tryptophan,C12 PARENT,col009b_T3,146456.55,0.888629354
C11H12N2O2,tryptophan,O18-label-1,col009b_T3,12045.48,0.073086298
C11H12N2O2,tryptophan,O18-label-2,col009b_T3,6309.71,0.038284348
C5H11NO2,valine,C12 PARENT,col009b_T3,1183200.5,0.491287113
C5H11NO2,valine,O18-label-1,col009b_T3,937831.25,0.389405183
C5H11NO2,valine,O18-label-2,col009b_T3,287336.94,0.119307705
C3H7NO2,alanine,C12 PARENT,col009b_T4,297730.69,0.630899925
C3H7NO2,alanine,O18-label-1,col009b_T4,47731.64,0.101144723
C3H7NO2,alanine,O18-label-2,col009b_T4,126451.96,0.267955353
C6H14N4O2,arginine,C12 PARENT,col009b_T4,156728.39,0.273994704
C6H14N4O2,arginine,O18-label-1,col009b_T4,225145.64,0.393602671
C6H14N4O2,arginine,O18-label-2,col009b_T4,190138.45,0.332402625
C4H8N2O3,asparagine,C12 PARENT,col009b_T4,129756.69,0.570119126
C4H8N2O3,asparagine,O18-label-1,col009b_T4,79055.96,0.347352532
C4H8N2O3,asparagine,O18-label-2,col009b_T4,18783.1,0.082528342
C4H7NO4,aspartate,C12 PARENT,col009b_T4,83321.43,0.044967435
C4H7NO4,aspartate,O18-label-1,col009b_T4,88674.73,0.047856538
C4H7NO4,aspartate,O18-label-2,col009b_T4,433155.97,0.233768349
C4H7NO4,aspartate,O18-label-3,col009b_T4,512900.34,0.276805294
C4H7NO4,aspartate,O18-label-4,col009b_T4,734875.75,0.396602384
C5H9NO4,glutamate,C12 PARENT,col009b_T4,614355,0.05406206
C5H9NO4,glutamate,O18-label-1,col009b_T4,1638717.62,0.144204003
C5H9NO4,glutamate,O18-label-2,col009b_T4,3837779.75,0.337717247
C5H9NO4,glutamate,O18-label-3,col009b_T4,2185010.75,0.19227675
C5H9NO4,glutamate,O18-label-4,col009b_T4,3088021.25,0.271739939
C5H10N2O3,glutamine,C12 PARENT,col009b_T4,4325064.5,0.307807863
C5H10N2O3,glutamine,O18-label-1,col009b_T4,5625065.5,0.400326837
C5H10N2O3,glutamine,O18-label-2,col009b_T4,2557954.75,0.182045513
C5H10N2O3,glutamine,O18-label-3,col009b_T4,1543097.88,0.109819787
C2H5NO2,glycine,C12 PARENT,col009b_T4,29414.38,0.48495607
C2H5NO2,glycine,O18-label-1,col009b_T4,21120.64,0.348216844
C2H5NO2,glycine,O18-label-2,col009b_T4,10118.68,0.166827086
C6H13NO2,isoleucine,C12 PARENT,col009b_T4,798478.31,0.435329591
C6H13NO2,isoleucine,O18-label-1,col009b_T4,643397.94,0.350779925
C6H13NO2,isoleucine,O18-label-2,col009b_T4,392316.34,0.213890484
C6H14N2O2,lysine,C12 PARENT,col009b_T4,22121.95,0.366639569
C6H14N2O2,lysine,O18-label-1,col009b_T4,27895.98,0.462335828
C6H14N2O2,lysine,O18-label-2,col009b_T4,10319.12,0.171024603
C5H11NO2S,methionine,C12 PARENT,col009b_T4,127634.76,0.344091514
C5H11NO2S,methionine,O18-label-1,col009b_T4,62911.67,0.169604047
C5H11NO2S,methionine,O18-label-2,col009b_T4,180386.17,0.486304439
C9H11NO2,phenylalanine,C12 PARENT,col009b_T4,573990.56,0.442157693
C9H11NO2,phenylalanine,O18-label-1,col009b_T4,436630.38,0.336346092
C9H11NO2,phenylalanine,O18-label-2,col009b_T4,287537.09,0.221496215
C5H9NO2,proline,C12 PARENT,col009b_T4,112607.62,0.33840814
C5H9NO2,proline,O18-label-1,col009b_T4,120810.24,0.363058634
