"Protein_ID","XLA_Gene","Human_Gene","kD","HL_Hrs","Estimate","T9_kD","T10_kD","deltaBIC","T0_L","N2","N4","N6","N8","N10","N11","T0_H","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","mClass","Number_Pep_Fits"
"XBmRNA46010|XBXL10_1g24619","N/A","N/A",0.00343425726442922,3.36388689600762,"interval",0.00338893094107797,0.00347958358778046,35.0701270735393,0.952912012094141,1.28981546755929,1.65495450338637,1.58586250859677,0.586536431652884,0.501366867240659,0.428552209469891,2.586274842889,2.62579873877726,2.17011537375451,1.58355528858998,1.07902454440808,0.874422346628644,0.234593765966178,0.164756816555613,0.120893238604421,0.190271095914857,0.139814530202022,0.230479417709442,"Deg",4
"XBmRNA40199|XBXL10_1g21682"," ccnb1.2.S","CCNB1",0.00332631945393867,3.47304375581041,"interval",0.00413034649171151,0.00252229241616584,22.6452752642865,0.642991987656801,0.772608482157695,0.838771563431378,1.21403413779001,1.1874408502395,1.12978592083474,1.21436705788988,2.61725633153482,2.11221480778618,2.2016752933376,1.53234910924073,1.07704914676711,0.749744658978041,0.17357572440497,0.319108929734016,0.269741855069767,0.384861597449736,0.213457666252532,0.348964879444494,"Deg",2
"XBmRNA71859|XBXL10_1g38013"," sox3.S","SOX3",0.0031958346722869,3.61484688476254,"interval",0.00323124339152113,0.00316042595305267,54.8171704929004,1.36676500987815,1.25875833936608,0.99479927913477,0.563118830229785,0.754772607623574,0.973685369651179,1.08810056411646,2.87170715015676,2.34731482072844,2.37547719639306,1.90618365346337,1.28561763541015,0.884192888546888,0.169965149925148,0.0172350253942616,0.034746112547537,0.0270310944536744,0.0225846965855987,0.0579445763951136,"Deg",6
"XBmRNA15078|XBXL10_1g7975"," itm2b.L","ITM2B",0.00316809109932003,3.64650278264155,"point",NA,0.00316809109932003,11.9732305010138,0.663564240382074,0.834359756883962,0.841621674640102,0.633899342759191,0.905012193493968,1.50389327967916,1.61764951216154,2.43952371609257,2.14119648827781,1.63496182315228,1.96039187608309,0.868399446626571,0.642163814276549,0.466450236259991,0.311336615971335,0.599211579982119,0.228239247494461,0.258671730447643,0.449453425335571,"Deg",1
"XBmRNA51997|XBXL10_1g27704"," gmnn.L","GMNN",0.00309637961382527,3.73095500233595,"interval",0.0031149136133704,0.00307784561428013,65.2809213367711,1.35105392801696,1.50120077787736,1.39953195011006,0.879409660916627,0.59615827330732,0.621508865077755,0.651136544693915,2.66836820485231,2.50054298318584,2.25658053600157,1.94736437542749,1.36773299118482,0.843637112974144,0.155991471220959,0.0212469290862927,0.0585669691869665,0.0539147437449677,0.0341197774787741,0.0919339056558647,"Deg",8
"XBmRNA55233|XBXL10_1g29388"," gmnn.S","GMNN",0.00306752166176842,3.76605425588827,"interval",0.00298210985098869,0.00315293347254816,52.0820869236385,1.30417589971248,1.66579387049517,1.68371089810944,0.855378207355131,0.46081011228671,0.500765681434777,0.52936533060629,2.57592228757171,2.45460874448378,2.54439393072879,1.94965126284523,1.3157133681228,0.907947291163293,0.145147877813938,0,0.0503308697241261,0.0215321025801275,0.00618188106212785,0.0285703839040755,"Deg",3
"XBmRNA47532|XBXL10_1g25446","N/A","N/A",0.00306749842802048,3.76608278061529,"interval",0.0028518538240363,0.00328314303200467,45.3536401342271,2.75784875778348,2.16358150978606,1.57596722045222,0.42432397549872,0.0780195592407968,0,0.000258977238733801,2.84003588608111,2.30080666147114,2.2726356578063,2.13807829529659,1.20995880802747,0.873329655490387,0.227151121160181,0,0,0.0810898971316287,0,0.0569140175351887,"Deg",2
"XBmRNA78916|XBXL10_1g41927"," LOC108703759","TRIM7",0.00296394718831537,3.89765818192548,"interval",0.00244292697299587,0.00348496740363487,34.8237824386185,1.55018837909856,1.84534635741591,1.52633073342556,0.973292567871302,0.476716766627725,0.30863184778286,0.319493347778085,2.61988999632218,2.20765027498493,2.18892730340981,1.65282888463045,1.20733297174357,0.921982866850555,0.342513271780766,0.187728842120218,0.206397599369351,0.182073147006103,0.119020968481482,0.163653873300576,"Deg",6
"XBmRNA661|XBXL10_1g601"," slbp.L","SLBP",0.00285518019577393,4.04613797280875,"interval",0.00273023421719887,0.00298012617434899,38.4431997510457,1.65129036936292,1.71948945077513,1.23140842679008,0.488371010317866,0.435937011613453,0.680065084595982,0.793438646544565,2.32433403665676,2.38839262164465,2.29168304990994,2.08641280903889,1.33080377138832,0.834515953754172,0.0968185759230572,0.0696663093612413,0.107508459226036,0.138295688399049,0.152955671492972,0.178613053204906,"Deg",4
"XBmRNA12822|XBXL10_1g6841"," grhl3.L","GRHL3",0.00280306261233595,4.12136816298409,"point",0.00280306261233595,NA,17.007101161626,0.519341587913955,0.660780859618436,0.738548825490915,1.18579816952901,1.1556624252493,1.37494802759692,1.36492010460146,2.181827389083,1.98776128378411,2.32439664011398,2.13724564532902,1.12346522430909,0.498140803653186,0.29795544360944,0.290946070919338,0.462582682662056,0.188242458860834,0.25082081163051,0.256615546045441,"Deg",1
"XBmRNA6632|XBXL10_1g3634"," slbp.S","SLBP",0.00265950885409972,4.34382949751189,"interval",0.00250332451267133,0.00281569319552812,38.1944548352167,1.30563933508048,1.39722000134753,1.18224812036869,0.514466295886535,0.606558405922848,1.04223399456744,0.951633846826482,2.40758941780867,2.3908971929774,2.51729628151702,2.14164971907406,1.54708862053931,0.847343643501589,0.0397582661260388,0.00975884601878874,0.0235802086699421,0.0142698299097674,0.00270034233409382,0.0580676315233256,"Deg",3
"XBmRNA70797|XBXL10_1g37504"," pou5f3.2.S","POU5F1",0.00257378194672782,4.4885127211416,"interval",0.00237719955939813,0.00277036433405752,46.3871369306943,1.34450993875121,1.86052334598486,2.43159964020459,1.18116012450234,0.0481829997129324,0.0532419749419085,0.0807819759021645,2.50813151269348,2.25648938153099,2.44304449836863,1.96390350845488,1.42502192586943,0.995493186448428,0.106673994618409,0.04144030328071,0.0892488968017598,0.0255422935185049,0.0565654193368482,0.0884450790779354,"Deg",5
"XBmRNA80667|XBXL10_1g42928"," tgif2.S","TGIF2",0.00251391470196887,4.59540373437677,"interval",0.00234477906667446,0.00268305033726329,58.5375378887742,1.77285718069601,1.71571683002294,1.4942374452992,0.820928612912665,0.463425306237493,0.356829373423207,0.376005251408491,2.61898590252505,2.26498651050189,2.14503071892263,1.99477293092687,1.4506316384131,1.08721966147549,0.233885295693478,0.0459970551424025,0.0513791815718123,0.0429985402295689,0.0247432516146742,0.0393693129830362,"Deg",7
"XBmRNA74779|XBXL10_1g39747"," LOC108701004","SLC16A3",0.00250157014736904,4.61808077678029,"interval",0.00280347327002351,0.00219966702471458,17.8349711118259,1.86104858040805,1.43880040690635,1.34754176930282,1.01196951691172,0.899012430028986,0.271854600657124,0.169772695784954,2.45992922809202,2.0945105985,1.68961283070979,2.0562812947908,1.33324561256118,0.533158176688002,0.355402757547693,0.388548720707501,0.370686663179439,0.23104640046576,0.252380610409341,0.235197106348479,"Deg",2
"XBmRNA14988|XBXL10_1g7927"," pcdh8.2.L","PCDH8",0.00246190157454231,4.69249182371563,"point",0.00246190157454231,NA,9.77082389091121,0.236547247179738,0.353196178550445,0.559964306393086,1.59585711827367,1.81905941699721,1.35449638339273,1.08087934921312,2.07451682336295,2.22624603602545,2.44707196192539,1.94132356356163,0.45177977224085,1.14055425901046,0.51061705571649,0.418367088855247,0,0,0.789523439301536,0,"Deg",1
"XBmRNA81586|XBXL10_1g43391"," XB5731801.S","H2BC18",0.00237584501037594,4.86246070719252,"interval",0.00204122314912626,0.00271046687162562,42.2298948642378,2.23713988223177,2.3077180476507,1.6558734446378,0.504371078465027,0.103700452736191,0.132395168699132,0.0588019255793734,2.44100720159422,2.15632675235939,2.20672467123706,2.14739550416804,1.31610998879215,1.01149843918918,0.270824257905632,0.116903020131659,0.174697819457124,0.0693736008706246,0.0238930208392304,0.0652457234556942,"Deg",2
"XBmRNA67147|XBXL10_1g35556"," spint2.L","SPINT2",0.00234674915296765,4.92274727988009,"interval",0.00259905506169888,0.00209444324423642,32.2455164005538,0.555767812785411,0.603288059670001,0.855925696563342,1.01846896332931,1.36251492309957,1.39371541322834,1.21031913132403,2.2955333811604,2.16440069375426,2.22189540382162,1.91715022083808,1.24269894834038,0.841277531834742,0.269070580636972,0.248562344344429,0.293789247545052,0.208485578781658,0.159628834256277,0.137507234686121,"Deg",3
