"Protein_ID","Gene_Symbol","kD","HL_Hrs","Estimate","T6_kD","T7_kD","deltaBIC","T0_L","N13","N14","N15","N16","T0_H","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","O11","O12","mClass"
"Q6WV17","Pgant5",0.000725810570984343,15.9166226990398,"interval",0.000707865023952895,0.000743756118015791,15.920530329128,0.333881497781815,0.411062832504812,0.660184242327657,1.49785120922953,2.09702021815618,0.989000115554482,1.24063787718874,1.34293881477467,1.22728427947457,1.17971498446351,1.24522510198233,1.1140400130462,0.976791536312805,0.919272939831358,0.839469994001048,0.737972090966045,0.619036122057766,0.568616130346487,"Deg"
"Q9VEA4","Tgs1",0.000725329931592397,15.9271698383797,"interval",0.000564567279532223,0.000886092583652572,26.9037282440265,0.90599952600788,0.969543570141297,1.16124279825088,1.10615423515452,0.857059870445421,1.13772186955443,1.27359447968683,1.2756695273855,1.1012109220473,1.21367187330425,1.09744690392405,1.04912377816887,1.01817998791497,0.975506622078294,0.840625021266183,0.753139816977241,0.692484089924744,0.571625107767345,"Deg"
"Q9V9V7","pasha",0.000725211397277603,15.9297731016082,"interval",0.000733760617555053,0.000716662177000153,28.1509060227839,0.995226211298281,1.15206292989958,1.16913707544302,0.928990044025125,0.754583739333993,1.12242072485581,1.11123013784886,1.23915926382061,1.24517928581041,1.24234646598019,1.18012937005511,1.169397266093,1.04429068433639,0.935688815795078,0.823532870884931,0.760930626148784,0.609014837878467,0.516679650492363,"Deg"
"Q9VWG2","CG14220",0.000724756356506464,15.9397746644384,"interval",0.000705032369182431,0.000744480343830497,14.9937576388882,0.86262164384613,0.886066956432907,1.03312066743214,1.09089537264306,1.12729535964577,1.20477078441816,1.28225282224404,1.40920961386495,1.15309391464541,1.18947585723324,1.12946842377878,1.00926789882884,0.867946424545467,0.864179858478092,0.884801494856143,0.783825462063727,0.617432216289059,0.604275228754094,"Deg"
"Q7K3B7","Hacl",0.000724749760377686,15.939919736313,"interval",0.000723322105961252,0.00072617741479412,14.6415572733419,1.18822623169135,1.08893973026222,0.982575586204218,0.818407007255927,0.921851444586284,1.24364657483575,1.18697692898882,1.19600161182073,1.2980993297912,1.2777660787785,1.15655801401379,1.0876205390772,0.90130437307711,0.762677444769852,0.783151531367923,0.748387837785168,0.699169358290093,0.658640377403861,"Deg"
"Q9VVR6","Sgf11",0.000724549228180914,15.9443313994503,"interval",0.000757125981388975,0.000691972474972853,33.8667245271781,1.05741409213941,1.09923744325271,1.18471596215783,0.915310043059915,0.743322459390136,1.16329578041796,1.12357188998927,1.21847825792561,1.19151193781593,1.2023772614532,1.20415094219966,1.15008024370968,1.03868287769387,0.966366291886684,0.81242029979403,0.725101387302293,0.637374508730733,0.566588321081087,"Deg"
"Q9VK59","CG5787",0.000723202614837682,15.9740199666248,"interval",0.000734714308235232,0.000711690921440132,26.1179861300602,0.692689671652322,0.791606010167939,1.1239592181259,1.23360748374529,1.15813761630855,1.06660124251238,1.08393246046963,1.20938379628877,1.21016935754582,1.22441482854691,1.21631568443409,1.20502286855185,1.06264004472124,0.903101671523111,0.85452866659632,0.755388217117014,0.642915009115924,0.565586152576943,"Deg"
"Q9W196","CG3356",0.000723015052029337,15.9781639080782,"interval",0.00075966315089575,0.000686366953162923,22.7105549812015,1.00407652191208,0.951638560471492,0.97496501129383,1.02001115306709,1.0493087532555,1.1579969352827,1.2152110800297,1.24381797587623,1.20724467500863,1.22105569823515,1.18635346056438,1.11495114664147,0.933136737082522,0.838328448164839,0.866408565957667,0.766036938215612,0.673624951592789,0.575833387348309,"Deg"
"Q9V4L4","kappaB-Ras",0.00072263670027245,15.9865296143649,"interval",0.000691939846422875,0.000753333554122025,28.4455642687469,1.02629592631504,1.00606792080831,1.02593314937419,0.987037678212956,0.954665325289511,1.22772794013862,1.12253799314851,1.24320053348526,1.20343023284907,1.17736493104373,1.13902555923867,1.12479564552946,1.04256955641061,0.926963606956674,0.798222413071292,0.769410833776752,0.64142468654912,0.583326067802228,"Deg"
"Q9NHD5","san",0.000722550165308196,15.9884442132884,"interval",0.000780021033643129,0.000665079296973263,18.7512749441338,1.1983340794354,1.14454056247628,1.00854597926768,0.853090002842848,0.795489375977786,1.24568280787705,1.23065215778184,1.23906535035474,1.32100899139003,1.23071209609559,1.15800202312575,1.11791646295788,0.886065950095791,0.793496992567251,0.767977082626887,0.709302213335948,0.692684722117901,0.607433149673339,"Deg"
"Q9VE09","GatA",0.000722474063743279,15.9901283507354,"interval",0.000756627252452733,0.000688320875033826,31.4939498125932,1.19783777729687,1.20284780608839,1.07332043082357,0.770168496334592,0.755825489456568,1.18566370588053,1.17177555488956,1.20579037121433,1.23116350512031,1.21947315315818,1.17699082331477,1.14099329410495,0.989622232304625,0.916310889428427,0.820419881777297,0.750802379813799,0.627813022801832,0.563181186191374,"Deg"
"Q9VI70","CG2656",0.000722383973050815,15.9921225280558,"interval",0.000836401377113343,0.000608366568988288,19.7647544119637,1.05321978001236,1.08111993382114,1.08258869082472,0.932288307935559,0.850783287406217,1.19543389061562,1.18298801028328,1.22569009677142,1.23498349491917,1.27139462541801,1.15523003759685,1.18322310315539,0.882769068537555,0.838737540542504,0.799267029417412,0.772566147842796,0.689841031789059,0.567875923110926,"Deg"
"Q9VYA8","Tango2",0.000722272095934052,15.9945996451554,"interval",0.000750542773806318,0.000694001418061786,23.8461373379432,0.795185982843153,0.918834774134886,1.09195781591092,1.07510474641772,1.11891668069333,1.09799761618721,1.21822934872168,1.24712834395642,1.1915448382137,1.20654801378218,1.19823861803725,1.16889537435452,0.985431487656149,0.828877826573118,0.867221049407225,0.783680853507897,0.628005966506276,0.578200663096369,"Deg"
"Q9VVA7","TSG101",0.000722246624338337,15.9951637294474,"interval",0.000737441980566175,0.000707051268110499,31.4413604811316,1.0765186912396,1.02656639602145,1.04075897993082,0.953930239951768,0.902225692856367,1.24485615007554,1.17493713890241,1.21509010902687,1.24246183012602,1.22753446497101,1.15750652979421,1.11722341517049,0.999264102093065,0.856596390808038,0.804420697785207,0.726520485945988,0.656300736366876,0.577287948934284,"Deg"
"Q9VR99","cactin",0.000721442413882228,16.0129939507803,"interval",0.000757236426789305,0.00068564840097515,25.8273706307652,0.870561431869677,1.02483478582628,1.2024930425384,0.988515866370386,0.913594873395258,1.08073036389362,1.09133745038548,1.17527584955491,1.24147860716634,1.23977244471134,1.17157708137705,1.18994378937716,1.06971918703135,0.979751869811705,0.815471131797711,0.73984148598161,0.64002412875573,0.565076610155991,"Deg"
"Q8IQV2","CG32221",0.000721428396209643,16.0133050903299,"interval",0.000682727587706663,0.000760129204712623,19.7324809515968,1.20619991841884,0.991948261231754,0.940620847711771,0.872408875392835,0.988822097244803,1.21748955670706,1.15901553427903,1.2024005767573,1.25841665414381,1.18632231615103,1.16305872262718,1.15802510733006,0.910344427612122,0.833150790386667,0.857572526547691,0.794928710583737,0.648422226357051,0.61085285051726,"Deg"
"O18333","Rab2",0.000720973446962727,16.0234098190438,"interval",0.000721560716271628,0.000720386177653826,15.712765561754,0.899735185123099,0.950092032630984,1.01392596261331,1.05756491006353,1.07868190956908,1.22222718920768,1.06451651081227,1.19133831505034,1.24981902900375,1.28551137522725,1.24261386443104,1.12400522403298,0.980160339657223,0.834872537086336,0.792531821420508,0.716562468014448,0.695731718628853,0.600109607427325,"Deg"
